"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"493641","Connaissance des techniques de rigging","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"493644","Connaissance des techniques de thermographie infrarouge","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493646","Connaissance des techniques d'évaluation","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493647","Connaissance des techniques d'impression graphique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493648","Connaissance des technologies éducatives","Techniques professionnelles","Autres techniques professionnelles","N","O"
"493651","Connaissance des tendances actuelles de l'industrie audiovisuelle","Domaines d'expertise","Arts et culture","N","N"
"493653","Connaissance des tendances actuelles en costumes","Domaines d'expertise","Arts et culture","N","N"
"493654","Suivi des tendances actuelles en décoration","Domaines d'expertise","Arts et culture","N","N"
"493655","Connaissance des tendances actuelles en décoration intérieure","Domaines d'expertise","Arts et culture","N","N"
"493657","Tendances actuelles en design de scène","Domaines d'expertise","Arts et culture","N","N"
"493662","Connaissance des tendances actuelles en maquillage","Domaines d'expertise","Arts et culture","N","N"
"493663","Connaissance des tendances en matière de rédaction","Domaines d'expertise","Arts et culture","N","N"
"493664","Connaissance des tendances actuelles en musique","Domaines d'expertise","Arts et culture","N","N"
"493665","Connaissance des tendances actuelles en musique électronique","Domaines d'expertise","Arts et culture","N","N"
"493668","Connaissance des tendances artistiques actuelles","Domaines d'expertise","Arts et culture","N","O"
"493669","Connaissance des tendances culturelles actuelles","Domaines d'expertise","Arts et culture","N","N"
"493673","Connaissance des tendances de consommation de café","Domaines d'expertise","Expertises sensorielles","N","N"
"493675","Connaissance des tendances de décoration","Domaines d'expertise","Arts et culture","N","N"
"493678","Connaissance des tendances de la mode","Domaines d'expertise","Arts et culture","N","N"
"493679","Tendances de la mode actuelle","Domaines d'expertise","Arts et culture","N","N"
"493681","Connaissance des tendances de la mode des ongles","Produits, outils et matières","Mode, textile et accessoires","N","N"
"493682","Connaissance des tendances de la mode en chaussures","Domaines d'expertise","Expertises techniques","N","N"
"493688","Connaissance des tendances du design","Domaines d'expertise","Arts et culture","N","N"
"493690","Connaissance des tendances du marché alimentaire","Domaines d'expertise","Agriculture","N","N"
"493693","Connaissance des tendances du marché de la céramique","Domaines d'expertise","Arts et culture","N","N"
"493694","Connaissance des tendances du marché de l'équipement de foyer","Domaines d'expertise","Expertises techniques","N","N"
"493696","Connaissance des tendances du marché des autocars","Domaines d'expertise","Expertises techniques","N","N"
"493697","Connaissance des tendances du marché des loisirs","Domaines d'expertise","Expertises techniques","N","N"
"493699","Connaissance des tendances du marché des métaux précieux","Domaines d'expertise","Expertises techniques","N","N"
"493701","Connaissance des tendances du marché des poids lourds","Domaines d'expertise","Expertises techniques","N","N"
"493702","Connaissance des tendances du marché des produits de la mer","Domaines d'expertise","Expertises techniques","N","N"
"493704","Connaissance des tendances du marché des véhicules anciens","Domaines d'expertise","Expertises techniques","N","N"
"493705","Connaissance des tendances du marché des véhicules industriels","Domaines d'expertise","Expertises techniques","N","N"
"493706","Connaissance des tendances du marché digital","Domaines d'expertise","Expertises techniques","N","O"
"493707","Connaissance des tendances du marché du chocolat","Domaines d'expertise","Expertises techniques","N","N"
"493708","Connaissance des tendances du marché publicitaire","Domaines d'expertise","Expertises techniques","N","N"
"493709","Connaissance des tendances du tourisme","Domaines d'expertise","Arts et culture","N","N"
"493710","Connaissance des tendances en éducation des adultes","Domaines d'expertise","Sciences humaines","N","N"
"493711","Connaissance des tendances en esthétique","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493713","Connaissance des tendances en pâtisserie","Domaines d'expertise","Expertises techniques","N","N"
"493714","Connaissance des tendances esthétiques","Domaines d'expertise","Arts et culture","N","N"
"493715","Connaissance des tendances médiatiques actuelles","Domaines d'expertise","Arts et culture","N","N"
"493716","Connaissance des tendances musicales actuelles","Domaines d'expertise","Arts et culture","N","N"
"493717","Connaissance des tendances technologiques","Domaines d'expertise","Expertises techniques","N","O"
"493719","Connaissance des textiles","Produits, outils et matières","Mode, textile et accessoires","N","N"
"493720","Connaissance des textiles techniques pour l'aéronautique","Domaines d'expertise","Expertises techniques","N","N"
"493721","Théories de l'apprentissage","Domaines d'expertise","Sciences humaines","N","N"
"493723","Connaissance des théories sociologiques","Domaines d'expertise","Sciences humaines","N","N"
"493729","Connaissance des tissus et matériaux","Domaines d'expertise","Expertises techniques","N","N"
"493731","Connaissance des traditions culturelles","Domaines d'expertise","Arts et culture","N","N"
"493732","Connaissance des traitements alternatifs pour la vision","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493735","Connaissance des traitements palliatifs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493737","Connaissance des troubles comportementaux","Domaines d'expertise","Sciences humaines","N","N"
"493741","Connaissance des types d'aéronefs","Domaines d'expertise","Expertises techniques","N","N"
"493742","Connaissance des types de bateaux fluviaux","Domaines d'expertise","Expertises techniques","N","N"
"493746","Connaissance des types de grains de café","Domaines d'expertise","Expertises sensorielles","N","N"
"493747","Types de houblon","Produits, outils et matières","Animaux, végétaux","N","N"
"493748","Connaissance des types de locomotives et wagons","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"493749","Connaissance des types de papier photographique","Produits, outils et matières","Matières, matériaux","N","N"
"493750","Connaissance des types de peau","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493751","Types de revêtements routiers","Produits, outils et matières","Matières, matériaux","N","N"
"493753","Connaissance des types d'outils industriels","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493754","Variétés de champignons","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493755","Caractéristiques des variétés de fruits","Produits, outils et matières","Animaux, végétaux","N","N"
"493757","Caractéristiques des variétés de légumes","Produits, outils et matières","Animaux, végétaux","O","N"
"493759","Variétés de pommes à cidre","Domaines d'expertise","Agriculture","N","N"
"493763","Connaissance des véhicules hybrides et électriques","Domaines d'expertise","Expertises techniques","O","N"
"493768","Zones de pêche réglementées","Domaines d'expertise","Expertises techniques","N","N"
"493774","Connaissance en gestion financière","Domaines d'expertise","Expertises techniques","N","N"
"493775","Conseil en amélioration de systèmes informatiques","Domaines d'expertise","Expertises techniques","N","O"
"493776","Conseil en équipement pour personnes handicapées","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"493777","Conseil en fusion et acquisition","Domaines d'expertise","Expertises techniques","N","N"
"493779","Conseil en gestion de patrimoine","Domaines d'expertise","Expertises techniques","N","N"
"493781","Conseil en organisation","Domaines d'expertise","Expertises techniques","N","N"
"493782","Conseil en orientation professionnelle","Domaines d'expertise","Sciences humaines","N","N"
"493784","Conseil en sécurité informatique","Domaines d'expertise","Expertises techniques","N","O"
"493785","Conseil en sécurité informatique pour les entreprises","Domaines d'expertise","Expertises techniques","N","O"
"493786","Conseil en stratégie juridique","Domaines d'expertise","Expertises techniques","N","N"
"493788","Conseil financier","Domaines d'expertise","Expertises techniques","N","N"
"493791","Conseil technique aux utilisateurs","Techniques professionnelles","Autres techniques professionnelles","N","O"
"493794","Conseils en nutrition pour la santé buccale","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493795","Conseils en nutrition pour le contrôle hormonal","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493797","Conseils en style de coiffure","Produits, outils et matières","Mode, textile et accessoires","N","N"
"493799","Consultation en risques environnementaux","Domaines d'expertise","Expertises scientifiques","O","N"
"493800","Consultation météorologique pour les médias","Domaines d'expertise","Expertises scientifiques","N","N"
"493802","Contrôle de contamination","Normes et procédés","Règlementations, normes","O","N"
"493804","Contrôle de la qualité des articles","Normes et procédés","Règlementations, normes","N","N"
"493806","Contrôle de la qualité des encres","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493810","Contrôle de la qualité des produits reçus","Normes et procédés","Règlementations, normes","O","N"
"493815","Contrôle de la qualité sonore","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493816","Contrôle de la régularité des dépenses","Normes et procédés","Règlementations, normes","N","N"
"493818","Contrôle de qualité dans la confection","Normes et procédés","Règlementations, normes","N","O"
"493824","Contrôle des équipements de sécurité","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493825","Contrôle des paramètres de production céramique","Normes et procédés","Méthodes, procédés, procédures","N","N"
"493827","Contrôle interne","Normes et procédés","Règlementations, normes","N","N"
"493831","Contrôle qualité des livrables","Normes et procédés","Règlementations, normes","N","N"
"493835","Contrôle qualité du papier en cours de production","Normes et procédés","Règlementations, normes","N","N"
"493836","Contrôle qualité en industrie graphique","Normes et procédés","Règlementations, normes","O","N"
"493837","Contrôle qualité en mécanique","Normes et procédés","Règlementations, normes","N","N"
"493839","Coordination avec d'autres contrôleurs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493841","Coordination avec d'autres services de contrôle","Techniques professionnelles","Autres techniques professionnelles","N","O"
"493845","Coordination avec le personnel de cockpit","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493856","Coordination de programmes éducatifs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493857","Coordination d'équipe de production","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493859","Coordination d'équipes informatiques","Domaines d'expertise","Langages informatiques","N","O"
"493863","Coordination des répétitions générales","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493864","Coordination des sous-traitants","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493869","Création de contenu adapté aux réseaux sociaux","Domaines d'expertise","Arts et culture","N","O"
"493870","Création de contenu promotionnel","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493871","Création de contenu visuel adapté aux plateformes","Techniques professionnelles","Autres techniques professionnelles","N","O"
"493873","Création de maquettes et prototypes","Domaines d'expertise","Arts et culture","N","O"
"493876","Création de nouvelles recettes","Domaines d'expertise","Arts et culture","N","N"
"493877","Création de personnages et environnements","Techniques professionnelles","Autres techniques professionnelles","N","O"
"493886","Création de visuels pour événements","Domaines d'expertise","Arts et culture","N","O"
"493888","Créativité","Domaines d'expertise","Arts et culture","N","N"
"493891","Critique musicale","Domaines d'expertise","Arts et culture","N","N"
"493892","Datation par le carbone 14","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493893","Débogage de systèmes embarqués","Domaines d'expertise","Expertises techniques","N","O"
"493894","Décoration de gâteaux","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493895","Déploiement de nouvelles applications","Domaines d'expertise","Logiciels, progiciels","N","O"
"493897","Déploiement de solutions de virtualisation","Domaines d'expertise","Expertises techniques","N","O"
"493899","Design graphique pour jeux","Domaines d'expertise","Arts et culture","N","N"
"493903","Détection des intrusions informatiques","Domaines d'expertise","Expertises techniques","N","O"
"493906","Développement d'applications décentralisées (DApps)","Domaines d'expertise","Langages informatiques","N","O"
"493913","Développement de concepts créatifs pour la musique","Domaines d'expertise","Arts et culture","N","N"
"493914","Développement de concepts visuels","Domaines d'expertise","Arts et culture","N","O"
"493916","Développement de firmware","Domaines d'expertise","Langages informatiques","N","O"
"493917","Développement de guides de style de traduction","Produits, outils et matières","Produits finis, services","N","N"
"493918","Développement de la ligne éditoriale","Domaines d'expertise","Arts et culture","N","N"
"493920","Développement de logiciels de prévision","Domaines d'expertise","Logiciels, progiciels","N","O"
"493921","Développement de marque personnelle","Domaines d'expertise","Arts et culture","N","O"
"493922","Développement de matériel didactique","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493923","Développement de mécaniques de jeu","Domaines d'expertise","Arts et culture","N","N"
"493924","Développement de modèles prédictifs météo","Domaines d'expertise","Expertises scientifiques","N","O"
"493925","Développement de modules de formation","Domaines d'expertise","Expertises techniques","N","N"
"493926","Développement de normes cartographiques","Domaines d'expertise","Expertises techniques","N","N"
"493930","Développement de partenariats avec des influenceurs","Domaines d'expertise","Arts et culture","N","O"
"493933","Développement de partenariats éducatifs","Domaines d'expertise","Expertises techniques","N","N"
"493934","Développement de partenariats et de réseaux locaux","Domaines d'expertise","Expertises techniques","N","O"
"493935","Développement de partenariats locaux pour la conservation","Domaines d'expertise","Expertises scientifiques","O","N"
"493936","Développement de partenariats scientifiques","Domaines d'expertise","Expertises scientifiques","O","N"
"493938","Développement de partenariats technologiques en santé","Domaines d'expertise","Expertises médicales et paramédicales","N","O"
"493940","Développement de pipelines de données","Domaines d'expertise","Langages informatiques","N","O"
"493941","Développement de plans de traitement personnalisés","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493946","Développement de produits basés sur l'IA","Domaines d'expertise","Expertises techniques","N","O"
"493947","Développement de produits innovants","Domaines d'expertise","Expertises techniques","N","O"
"493948","Développement de produits touristiques","Domaines d'expertise","Expertises techniques","N","N"
"493951","Développement de programmes de dépistage génétique","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493953","Développement de programmes de prévention de l'obésité","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"493958","Développement de programmes éducatifs en histoire","Domaines d'expertise","Sciences humaines","N","N"
"493959","Développement de programmes personnalisés de rééducation","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493961","Développement de projets éducatifs et pédagogiques","Domaines d'expertise","Sciences humaines","N","O"
"493963","Développement de prototypes électroniques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"493964","Développement de relations avec les investisseurs","Domaines d'expertise","Expertises techniques","N","N"
"493968","Développement de scripts d'appels efficaces","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493972","Développement de solutions de commerce électronique","Domaines d'expertise","Langages informatiques","N","O"
"493976","Développement de solutions informatiques","Domaines d'expertise","Langages informatiques","N","O"
"493977","Développement de solutions innovantes pour la gestion des eaux","Domaines d'expertise","Expertises techniques","O","N"
"493980","Développement de stratégies d'apprentissage personnalisées","Domaines d'expertise","Expertises techniques","N","O"
"493983","Développement de stratégies de marketing digital","Domaines d'expertise","Sciences humaines","N","O"
"493986","Développement de tableaux de bord de sécurité","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"493987","Développement de tests et devoirs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493988","Développement de thèmes créatifs","Domaines d'expertise","Arts et culture","N","N"
"493989","Développement de visuels pour impressions grand format","Domaines d'expertise","Arts et culture","N","O"
"493990","Développement des compétences","Techniques professionnelles","Autres techniques professionnelles","N","N"
"493995","Développement durable en urbanisme","Domaines d'expertise","Expertises techniques","O","N"
"493996","Développement durable et responsabilité sociale","Domaines d'expertise","Expertises techniques","O","N"
"493997","Développement et formation du personnel","Domaines d'expertise","Sciences humaines","N","N"
"493999","Développement front-end pour application blockchain","Produits, outils et matières","Outils, machines, équipement matériel","N","O"
"494005","Diagnostic de maladies bucco-dentaires","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494006","Diagnostic de pannes complexes","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","O","N"
"494007","Diagnostic de pannes de matériel de bureautique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","O"
"494008","Diagnostic de pannes électroniques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494009","Diagnostic de pannes électroniques spécifiques à l'aéronautique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494014","Diagnostic de pannes mécaniques sur motocycles","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494017","Diagnostic de pannes sur équipements scéniques","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494020","Diagnostic des maladies ORL","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494022","Diagnostic des troubles hormonaux","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494023","Diagnostic différentiel en gastro-entérologie","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494024","Diagnostic et traitement des maladies articulaires","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494032","Direction artistique","Domaines d'expertise","Arts et culture","N","N"
"494033","Direction artistique de spectacles de danse","Domaines d'expertise","Arts et culture","N","N"
"494034","Direction artistique pour des projets musicaux","Domaines d'expertise","Arts et culture","N","N"
"494039","Documentation des procédures de recyclage","Normes et procédés","Méthodes, procédés, procédures","O","N"
"494047","Documentation médicale","Normes et procédés","Règlementations, normes","N","N"
"494048","Documentation scientifique des découvertes","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494049","Documentation technique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494051","Documentation technique des configurations de scène","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494052","Documentation technique des engins de chantier","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"494053","Documentation technique des produits","Normes et procédés","Règlementations, normes","N","N"
"494055","Documentation technique détaillée","Normes et procédés","Documentations, cartes et plans","N","O"
"494056","Documentation technique détaillée des interventions","Normes et procédés","Documentations, cartes et plans","N","O"
"494057","Documentation technique détaillée des projets","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494058","Documentation technique du matériel biomédical","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494062","Documentation technique pour les procédures de finition","Domaines d'expertise","Expertises techniques","N","N"
"494063","Documentation technique pour les systèmes BI","Domaines d'expertise","Expertises techniques","N","O"
"494065","Documentation technique pour opérations nucléaires","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494068","Documentation technique pour systèmes embarqués","Normes et procédés","Règlementations, normes","N","O"
"494069","Documentation technique pour systèmes IA","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494071","Dressage de chiens pour la sécurité","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494073","Droit d'auteur et propriété intellectuelle","Normes et procédés","Règlementations, normes","N","N"
"494075","Droit d'auteur en musique","Normes et procédés","Règlementations, normes","N","N"
"494077","Droit de la sécurité sociale","Normes et procédés","Règlementations, normes","N","N"
"494079","Droit des marchés financiers","Normes et procédés","Règlementations, normes","N","N"
"494081","Droit du spectacle vivant","Normes et procédés","Règlementations, normes","N","N"
"494082","Droit social européen","Normes et procédés","Règlementations, normes","N","N"
"494083","Dynamique de groupe","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494086","Ecoute active","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494087","Ecoute active et empathie","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494088","Ecriture créative pour scénarios de jeux","Domaines d'expertise","Arts et culture","N","N"
"494089","Ecriture de dialogues pour personnages de jeu","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494090","Education alimentaire pour différents groupes d'âge","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494092","Education des patients sur les maladies endocriniennes","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494094","Education environnementale sur les changements climatiques","Domaines d'expertise","Sciences humaines","O","N"
"494096","Education sanitaire aux patients","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494097","Education sur les changements climatiques","Domaines d'expertise","Expertises scientifiques","O","N"
"494098","Elaboration de contenus pédagogiques en histoire","Domaines d'expertise","Sciences humaines","N","N"
"494099","Elaboration de diagnostics sociaux","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494101","Elaboration de plans de formation","Domaines d'expertise","Expertises techniques","N","N"
"494102","Elaboration de politiques climatiques","Domaines d'expertise","Expertises scientifiques","O","N"
"494108","Elaboration de politiques de télécommunication","Domaines d'expertise","Expertises techniques","N","O"
"494113","Elaboration de spécifications techniques","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494116","Elaboration de stratégies de migration de données","Domaines d'expertise","Logiciels, progiciels","N","O"
"494119","Empathie envers les clients","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494121","Empathie et soutien psychologique aux patients","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494122","Enseignement de l'histoire spécialisée","Domaines d'expertise","Sciences humaines","N","N"
"494123","Enseignement des langues étrangères","Domaines d'expertise","Langues","N","O"
"494125","Entretien des équipements funéraires","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"494130","Procédures d'entretien des installations équestres","Normes et procédés","Méthodes, procédés, procédures","O","N"
"494131","Esprit d'initiative","Domaines d'expertise","Expertises techniques","N","N"
"494132","Etablissement de cahiers des charges","Normes et procédés","Méthodes, procédés, procédures","N","N"
"494136","Etablissement des inventaires de matériel","Domaines d'expertise","Expertises techniques","N","N"
"494140","Ethique en publicité","Normes et procédés","Règlementations, normes","N","O"
"494142","Ethique et responsabilité sociale","Domaines d'expertise","Sciences humaines","N","N"
"494144","Ethique journalistique","Normes et procédés","Règlementations, normes","N","N"
"494147","Ethique professionnelle dans le commerce des métaux","Normes et procédés","Règlementations, normes","N","N"
"494148","Caractéristiques du territoire","Domaines d'expertise","Expertises techniques","N","N"
"494150","Ethique professionnelle en douane","Domaines d'expertise","Expertises techniques","N","N"
"494152","Ethique professionnelle en fiscalité","Domaines d'expertise","Expertises techniques","N","N"
"494154","Ethique professionnelle en inspection fiscale","Normes et procédés","Règlementations, normes","N","N"
"494158","Ethique professionnelle et déontologie","Normes et procédés","Règlementations, normes","N","N"
"494160","Ethique sportive et dopage","Domaines d'expertise","Sports","N","N"
"494165","Etude des comportements sociaux","Domaines d'expertise","Sciences humaines","N","N"
"494166","Etude des formes musicales","Domaines d'expertise","Arts et culture","N","N"
"494169","Etudes de viabilité","Domaines d'expertise","Expertises scientifiques","N","N"
"494171","Evaluation continue des progrès des élèves","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494173","Evaluation de biens immobiliers","Domaines d'expertise","Expertises techniques","N","N"
"494174","Evaluation de compétences professionnelles","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494178","Evaluation de la condition physique","Domaines d'expertise","Sports","N","N"
"494188","Evaluation de la mobilité articulaire","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494190","Evaluation de la performance acoustique","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494195","Evaluation de la performance des points de vente","Domaines d'expertise","Expertises techniques","N","N"
"494196","Evaluation de la performance des systèmes","Domaines d'expertise","Expertises techniques","N","O"
"494197","Evaluation de la performance des systèmes d'information","Normes et procédés","Méthodes, procédés, procédures","N","O"
"494198","Evaluation de la performance des systèmes informatiques","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494199","Evaluation de la performance du matériel","Domaines d'expertise","Expertises techniques","N","O"
"494200","Evaluation de la performance organisationnelle","Domaines d'expertise","Expertises techniques","N","N"
"494201","Evaluation de la posture et de la marche","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494202","Evaluation de la qualité des articles d'occasion","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494203","Evaluation de la qualité des métaux précieux","Domaines d'expertise","Expertises techniques","N","N"
"494204","Evaluation de la qualité des produits","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494207","Evaluation de la sécurité des réseaux","Domaines d'expertise","Expertises techniques","N","O"
"494211","Evaluation de la viabilité de projets","Domaines d'expertise","Expertises techniques","N","N"
"494216","Evaluation de l'efficacité des campagnes","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494224","Evaluation de l'efficacité des traitements appliqués","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494227","Evaluation de l'impact environnemental des projets de levé","Normes et procédés","Règlementations, normes","N","O"
"494231","Evaluation de l'impact social des projets","Normes et procédés","Méthodes, procédés, procédures","N","N"
"494232","Evaluation de modèles d'IA","Domaines d'expertise","Expertises techniques","N","O"
"494240","Evaluation d'entreprise","Domaines d'expertise","Expertises techniques","N","N"
"494241","Evaluation d'entreprises","Domaines d'expertise","Expertises techniques","N","N"
"494242","Evaluation des actifs","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494243","Evaluation des actions de formation","Domaines d'expertise","Expertises techniques","N","N"
"494244","Evaluation des antécédents familiaux","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494246","Evaluation des besoins de formation","Domaines d'expertise","Expertises techniques","N","N"
"494247","Evaluation des besoins de formation continue","Domaines d'expertise","Expertises techniques","N","O"
"494248","Evaluation des besoins des majeurs","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494251","Evaluation des besoins des utilisateurs","Domaines d'expertise","Logiciels, progiciels","N","O"
"494253","Evaluation des besoins en équipement","Domaines d'expertise","Expertises techniques","N","O"
"494255","Evaluation des besoins en formation continue","Domaines d'expertise","Expertises techniques","N","N"
"494257","Evaluation des besoins en matériel informatique","Techniques professionnelles","Autres techniques professionnelles","N","O"
"494259","Evaluation des besoins en prothèses","Produits, outils et matières","Outils, machines, équipement matériel","N","N"
"494260","Evaluation des besoins nutritionnels individuels","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494261","Evaluation des compétences","Domaines d'expertise","Sciences humaines","N","N"
"494262","Evaluation des compétences de conduite","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494264","Evaluation des compétences des apprenants","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494265","Evaluation des compétences des élèves","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494266","Evaluation des compétences des stagiaires","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494268","Evaluation des compétences professionnelles","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494271","Evaluation des coûts de projets","Domaines d'expertise","Expertises techniques","N","N"
"494273","Evaluation des échanges de motocycles usagés","Domaines d'expertise","Expertises techniques","N","N"
"494277","Evaluation des impacts climatiques","Domaines d'expertise","Expertises scientifiques","O","N"
"494282","Evaluation des nouvelles technologies","Domaines d'expertise","Langages informatiques","N","O"
"494283","Evaluation des nouvelles technologies informatiques","Domaines d'expertise","Logiciels, progiciels","N","O"
"494285","Evaluation des performances","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494289","Evaluation des performances des campagnes média","Domaines d'expertise","Expertises techniques","N","N"
"494292","Evaluation des performances des véhicules industriels","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","N","N"
"494294","Evaluation des performances financières","Domaines d'expertise","Expertises techniques","N","N"
"494296","Evaluation des politiques publiques","Domaines d'expertise","Sciences humaines","N","N"
"494299","Evaluation des programmes de formation","Domaines d'expertise","Sciences humaines","N","N"
"494300","Evaluation des programmes éducatifs","Domaines d'expertise","Expertises scientifiques","N","N"
"494301","Evaluation des programmes internationaux","Domaines d'expertise","Expertises techniques","N","N"
"494305","Evaluation des risques à l'international","Normes et procédés","Règlementations, normes","N","N"
"494308","Evaluation des risques de change","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494309","Evaluation des risques de complications","Domaines d'expertise","Expertises médicales et paramédicales","N","N"
"494310","Evaluation des risques de crédit","Domaines d'expertise","Expertises techniques","N","N"
"494311","Evaluation des risques de projet","Domaines d'expertise","Expertises techniques","N","N"
"494314","Evaluation des risques de sécurité","Domaines d'expertise","Expertises techniques","N","O"
"494321","Evaluation des risques en montagne","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494322","Evaluation des risques en temps réel","Techniques professionnelles","Autres techniques professionnelles","N","N"
"494323","Evaluation des risques financiers","Domaines d'expertise","Expertises techniques","N","N"
"494326","Evaluation des risques liés à la blockchain","Domaines d'expertise","Expertises techniques","N","O"
"494329","Evaluation des risques liés à la qualité","Normes et procédés","Règlementations, normes","N","N"
"494330","Evaluation des risques liés à la radiation","Normes et procédés","Règlementations, normes","N","N"
"494333","Evaluation des risques liés au recyclage des VHU","Normes et procédés","Règlementations, normes","O","N"
"494334","Evaluation des risques liés au transport de matériel","Normes et procédés","Règlementations, normes","O","N"
"494336","Evaluation des risques liés aux équipements","Domaines d'expertise","Expertises techniques","N","N"
"494339","Evaluation des risques liés aux radiations","Normes et procédés","Règlementations, normes","N","N"
"494341","Evaluation des risques météorologiques","Techniques professionnelles","Autres techniques professionnelles","O","N"
