"code_centre_interet","libelle_centre_interet","code_ogr_rome","code_rome","libelle_rome","principal"
"22","Je souhaite prendre soin des autres","509368","D1225","Responsable d'institut de beauté","non"
"22","Je souhaite prendre soin des autres","509646","D1231","Spa Praticien / Spa Praticienne","oui"
"22","Je souhaite prendre soin des autres","510282","D1232","Formateur / Formatrice en esthétisme","non"
"22","Je souhaite prendre soin des autres","509811","D1237","Socio-esthéticien / Socio-esthéticienne","oui"
"22","Je souhaite prendre soin des autres","510035","D1239","Perceur corporel / Perceuse corporelle","oui"
"22","Je souhaite prendre soin des autres","510278","D1241","Conseiller / Conseillère en image personnelle","non"
"22","Je souhaite prendre soin des autres","106","D1405","Conseiller / Conseillère en information médicale","non"
"22","Je souhaite prendre soin des autres","488290","D1412","Délégué médical hospitalier / Déléguée médicale hospitalière","non"
"22","Je souhaite prendre soin des autres","488301","D1413","Délégué / Déléguée pharmaceutique","non"
"22","Je souhaite prendre soin des autres","509695","D1428","Superviseur / Superviseuse technique et logistique en assistance de régulation médicale","non"
"22","Je souhaite prendre soin des autres","510165","D1436","Assistant / Assistante de régulation médicale (ARM)","non"
"22","Je souhaite prendre soin des autres","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP","non"
"22","Je souhaite prendre soin des autres","184","G1203","Animateur / Animatrice jeunesse","non"
"22","Je souhaite prendre soin des autres","404962","G1212","Animateur socio-sportif / Animatrice socio-sportive","non"
"22","Je souhaite prendre soin des autres","404967","G1215","Educateur sportif / Educatrice sportive Santé","non"
"22","Je souhaite prendre soin des autres","488288","G1220","Educateur sportif / Educatrice sportive spécialisé(e) en activités physiques et sportives adaptées","oui"
"22","Je souhaite prendre soin des autres","332","J1101","Médecin du travail et de prévention","oui"
"22","Je souhaite prendre soin des autres","333","J1102","Médecin généraliste","oui"
"22","Je souhaite prendre soin des autres","334","J1103","Dentiste","oui"
"22","Je souhaite prendre soin des autres","335","J1104","Homme sage-femme / Sage-femme","oui"
"22","Je souhaite prendre soin des autres","404041","J1105","Médecin coordonnateur","oui"
"22","Je souhaite prendre soin des autres","488298","J1106","Responsable médical / Responsable médicale en région (RMR-MSL) en industrie pharmaceutique","oui"
"22","Je souhaite prendre soin des autres","488726","J1107","Médecin scolaire","oui"
"22","Je souhaite prendre soin des autres","488764","J1108","Médecin régulateur","oui"
"22","Je souhaite prendre soin des autres","488880","J1109","Médecin de la Protection Maternelle et Infantile -PMI-","oui"
"22","Je souhaite prendre soin des autres","488916","J1110","Médecin légiste","oui"
"22","Je souhaite prendre soin des autres","489214","J1111","Gynécologue","non"
"22","Je souhaite prendre soin des autres","509388","J1112","Oncologue","oui"
"22","Je souhaite prendre soin des autres","509405","J1113","Dermatologue","oui"
"22","Je souhaite prendre soin des autres","509411","J1114","Rhumatologue","oui"
"22","Je souhaite prendre soin des autres","509412","J1115","Pédiatre","oui"
"22","Je souhaite prendre soin des autres","509498","J1116","Gériatre","oui"
"22","Je souhaite prendre soin des autres","509506","J1117","Hématologue","oui"
"22","Je souhaite prendre soin des autres","509524","J1118","Radiologue","oui"
"22","Je souhaite prendre soin des autres","509544","J1119","Chirurgien / Chirurgienne","oui"
"22","Je souhaite prendre soin des autres","509560","J1120","Médecin phlébologue","oui"
"22","Je souhaite prendre soin des autres","509562","J1121","Gastro-entérologue","oui"
"22","Je souhaite prendre soin des autres","509638","J1122","Chirurgien plasticien / Chirurgienne plasticienne","non"
"22","Je souhaite prendre soin des autres","509643","J1123","Médecin des armées","oui"
"22","Je souhaite prendre soin des autres","510286","J1124","Médecin Anesthésiste Réanimateur / Réanimatrice (MAR)","oui"
"22","Je souhaite prendre soin des autres","509674","J1125","Endocrinologue","oui"
"22","Je souhaite prendre soin des autres","509770","J1126","Médecin du sport","oui"
"22","Je souhaite prendre soin des autres","510162","J1127","Médecin urgentiste","oui"
"22","Je souhaite prendre soin des autres","509785","J1128","Pneumologue","oui"
"22","Je souhaite prendre soin des autres","509807","J1129","Allergologue","oui"
"22","Je souhaite prendre soin des autres","509812","J1130","Oto-rhino-laryngologiste (ORL)","oui"
"22","Je souhaite prendre soin des autres","509949","J1131","Psychiatre","oui"
"22","Je souhaite prendre soin des autres","509887","J1132","Neurologue","oui"
"22","Je souhaite prendre soin des autres","509912","J1133","Stomatologue","oui"
"22","Je souhaite prendre soin des autres","509927","J1134","Ophtalmologue","oui"
"22","Je souhaite prendre soin des autres","509942","J1135","Urologue","oui"
"22","Je souhaite prendre soin des autres","336","J1201","Biologiste médical / Biologiste médicale","oui"
"22","Je souhaite prendre soin des autres","337","J1202","Pharmacien / Pharmacienne","oui"
"22","Je souhaite prendre soin des autres","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale","non"
"22","Je souhaite prendre soin des autres","338","J1301","Agent / Agente de service hospitalier (ASH)","oui"
"22","Je souhaite prendre soin des autres","340","J1303","Assistant / Assistante médico-technique","oui"
"22","Je souhaite prendre soin des autres","341","J1304","Auxiliaire de puériculture","oui"
"22","Je souhaite prendre soin des autres","342","J1305","Ambulancier / Ambulancière","non"
"22","Je souhaite prendre soin des autres","343","J1306","Manipulateur / Manipulatrice d'électroradiologie médicale","non"
"22","Je souhaite prendre soin des autres","344","J1307","Préparateur / Préparatrice en pharmacie","oui"
"22","Je souhaite prendre soin des autres","404042","J1308","Brancardier / Brancardière","oui"
"22","Je souhaite prendre soin des autres","404043","J1309","Agent / Agente de stérilisation de service hospitalier","oui"
"22","Je souhaite prendre soin des autres","509513","J1310","Auxiliaire ambulancier / Auxiliaire ambulancière","oui"
"22","Je souhaite prendre soin des autres","510261","J1312","Assistant / Assistante dentaire","oui"
"22","Je souhaite prendre soin des autres","345","J1401","Audioprothésiste","oui"
"22","Je souhaite prendre soin des autres","346","J1402","Diététicien / Diététicienne","oui"
"22","Je souhaite prendre soin des autres","347","J1403","Ergothérapeute","oui"
"22","Je souhaite prendre soin des autres","348","J1404","Kinésithérapeute","oui"
"22","Je souhaite prendre soin des autres","350","J1406","Orthophoniste","oui"
"22","Je souhaite prendre soin des autres","351","J1407","Orthoptiste","oui"
"22","Je souhaite prendre soin des autres","352","J1408","Ostéopathe","oui"
"22","Je souhaite prendre soin des autres","353","J1409","Pédicure-podologue","oui"
"22","Je souhaite prendre soin des autres","354","J1410","Prothésiste dentaire","oui"
"22","Je souhaite prendre soin des autres","355","J1411","Orthoprothésiste","oui"
"22","Je souhaite prendre soin des autres","356","J1412","Psychomotricien / Psychomotricienne","oui"
"22","Je souhaite prendre soin des autres","488767","J1413","Physiothérapeute","oui"
"22","Je souhaite prendre soin des autres","512364","J1414","Coordinateur / Coordinatrice en activité physique adaptée","non"
"22","Je souhaite prendre soin des autres","512363","J1415","Enseignant / Enseignante en activité physique adaptée (EAPA)","oui"
"22","Je souhaite prendre soin des autres","357","J1501","Aide-soignant / Aide-soignante","oui"
"22","Je souhaite prendre soin des autres","359","J1503","Infirmier / Infirmière anesthésiste (IADE)","oui"
"22","Je souhaite prendre soin des autres","360","J1504","Infirmier / Infirmière de bloc opératoire (IBODE)","oui"
"22","Je souhaite prendre soin des autres","361","J1505","Infirmier / Infirmière de prévention","oui"
"22","Je souhaite prendre soin des autres","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","oui"
"22","Je souhaite prendre soin des autres","363","J1507","Puériculteur / Puéricultrice","oui"
"22","Je souhaite prendre soin des autres","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","oui"
"22","Je souhaite prendre soin des autres","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","oui"
"22","Je souhaite prendre soin des autres","488872","J1511","Infirmier / Infirmière scolaire","oui"
"22","Je souhaite prendre soin des autres","489197","J1512","Infirmier / Infirmière de santé au travail","oui"
"22","Je souhaite prendre soin des autres","367","K1104","Psychologue","oui"
"22","Je souhaite prendre soin des autres","489075","K1105","Art thérapeute","oui"
"22","Je souhaite prendre soin des autres","510399","K1106","Sophrologue","oui"
"22","Je souhaite prendre soin des autres","509558","K1107","Conseiller / Conseillère d’orientation psychologue","oui"
"22","Je souhaite prendre soin des autres","509926","K1108","Intervenant / Intervenante en médecine non conventionnelle","oui"
"22","Je souhaite prendre soin des autres","368","K1201","Assistant social / Assistante sociale","oui"
"22","Je souhaite prendre soin des autres","371","K1204","Médiateur social / Médiatrice sociale","oui"
"22","Je souhaite prendre soin des autres","374","K1207","Educateur spécialisé / Educatrice spécialisée","non"
"22","Je souhaite prendre soin des autres","488325","K1208","Moniteur éducateur / Monitrice éducatrice","non"
"22","Je souhaite prendre soin des autres","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif","oui"
"22","Je souhaite prendre soin des autres","488783","K1210","Educateur / Educatrice de la protection judiciaire de la jeunesse","non"
"22","Je souhaite prendre soin des autres","489059","K1211","Conseiller / Conseillère d'Insertion et de Probation -CIP-","non"
"22","Je souhaite prendre soin des autres","489963","K1212","Ministre du culte","oui"
"22","Je souhaite prendre soin des autres","510400","K1214","Conseiller / Conseillère en génétique","oui"
"22","Je souhaite prendre soin des autres","509503","K1217","Animateur socioéducatif / Animatrice socioéducative","oui"
"22","Je souhaite prendre soin des autres","509687","K1218","Responsable de maison de quartier","oui"
"22","Je souhaite prendre soin des autres","509756","K1220","Médiateur / Médiatrice en santé","oui"
"22","Je souhaite prendre soin des autres","509896","K1221","Ecoutant social / Ecoutante sociale","non"
"22","Je souhaite prendre soin des autres","510032","K1225","Conseiller / Conseillère en économie sociale et familiale (CESF)","oui"
"22","Je souhaite prendre soin des autres","510058","K1226","Chargé / Chargée de médiation interculturelle","non"
"22","Je souhaite prendre soin des autres","375","K1301","Educateur / Educatrice en locomotion","oui"
"22","Je souhaite prendre soin des autres","376","K1302","Assistant / Assistante de vie dépendance","non"
"22","Je souhaite prendre soin des autres","377","K1303","Garde d'enfant","non"
"22","Je souhaite prendre soin des autres","378","K1304","Employé familial / Employée familiale","oui"
"22","Je souhaite prendre soin des autres","28964","K1305","Technicien / Technicienne d'Intervention Sociale et Familiale (TISF)","oui"
"22","Je souhaite prendre soin des autres","404044","K1306","Accompagnant Educatif et Social (AES) / Accompagnante Educative et Sociale (AES)","non"
"22","Je souhaite prendre soin des autres","404045","K1307","Animateur / Animatrice petite enfance","non"
"22","Je souhaite prendre soin des autres","404543","K1309","Assistant familial / Assistante familiale","non"
"22","Je souhaite prendre soin des autres","404544","K1310","Assistant maternel / Assistante maternelle","non"
"22","Je souhaite prendre soin des autres","488323","K1311","Assistant / Assistante de vie aux familles","non"
"22","Je souhaite prendre soin des autres","488338","K1312","Accueillant familial / Accueillante familiale thérapeutique auprès d'adultes","non"
"22","Je souhaite prendre soin des autres","509757","K1314","Auxiliaire de vie sociale auprès d'enfants","non"
"22","Je souhaite prendre soin des autres","510283","K1413","Directeur / Directrice d'établissement à caractère social","non"
"22","Je souhaite prendre soin des autres","509935","K1416","Directeur / Directrice des services pénitentiaires d'insertion et de probation (DSPIP)","non"
"22","Je souhaite prendre soin des autres","510147","K1812","Chargé / Chargée de projet emploi","non"
"22","Je souhaite prendre soin des autres","510304","K1814","Chargé / Chargée d'emploi en entreprise de travail temporaire","oui"
"22","Je souhaite prendre soin des autres","510311","K1815","Chargé / Chargée de mission emploi formation","oui"
"22","Je souhaite prendre soin des autres","407","K2104","Surveillant / Surveillante en milieu scolaire","oui"
"22","Je souhaite prendre soin des autres","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)","non"
"22","Je souhaite prendre soin des autres","488886","K2115","Conseiller principal / Conseillère principale d'éducation","oui"
"22","Je souhaite prendre soin des autres","509559","K2127","Professeur / Professeure d'enseignement général pour déficients sensoriels","non"
"22","Je souhaite prendre soin des autres","510063","K2139","Chargé / Chargée de bilan professionnel","non"
"22","Je souhaite prendre soin des autres","510193","K2146","Responsable d'internat","oui"
"22","Je souhaite prendre soin des autres","431","K2601","Porteur / Porteuse funéraire","non"
"22","Je souhaite prendre soin des autres","432","K2602","Conseiller / Conseillère funéraire","oui"
"22","Je souhaite prendre soin des autres","433","K2603","Thanatopracteur / Thanatopractrice","oui"
"22","Je souhaite prendre soin des autres","509390","K2604","Agent / Agente de crématorium","non"
"22","Je souhaite prendre soin des autres","510294","K2605","Maître / Maîtresse de cérémonie funéraire","oui"
"22","Je souhaite prendre soin des autres","510281","L1516","Coiffeur / Coiffeuse spectacle","non"
"22","Je souhaite prendre soin des autres","509791","M1218","Directeur / Directrice de l'environnement de travail","non"
"22","Je souhaite prendre soin des autres","488778","M1412","Ergonome","non"
"22","Je souhaite prendre soin des autres","509408","M1417","Intervenant / Intervenante en Prévention des Risques Professionnels - IPRP","oui"
"22","Je souhaite prendre soin des autres","510308","M1418","Recruteur / Recruteuse de donateurs","non"
"22","Je souhaite prendre soin des autres","509677","M1510","Chargé / Chargée de mission RH diversité handicap","non"
"22","Je souhaite prendre soin des autres","509763","M1511","Responsable Qualité de Vie au Travail","non"
"22","Je souhaite prendre soin des autres","489211","N2207","Agent / Agente d'accompagnement du transport","oui"
"22","Je souhaite prendre soin des autres","488591","N4108","Conducteur accompagnateur / Conductrice accompagnatrice de personnes à mobilité réduite","oui"
"23","Je souhaite protéger et secourir","32","A1501","Auxiliaire vétérinaire","non"
"23","Je souhaite protéger et secourir","35","A1504","Vétérinaire","non"
"23","Je souhaite protéger et secourir","57","C1103","Courtier / Courtière en assurance","non"
"23","Je souhaite protéger et secourir","509695","D1428","Superviseur / Superviseuse technique et logistique en assistance de régulation médicale","oui"
"23","Je souhaite protéger et secourir","510165","D1436","Assistant / Assistante de régulation médicale (ARM)","non"
"23","Je souhaite protéger et secourir","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)","non"
"23","Je souhaite protéger et secourir","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)","oui"
"23","Je souhaite protéger et secourir","489183","H1309","Technicien / Technicienne en radioprotection","non"
"23","Je souhaite protéger et secourir","510297","I1208","Patrouilleur autoroutier / Patrouilleuse autoroutière","oui"
"23","Je souhaite protéger et secourir","324","I1503","Technicien / Technicienne en risques technologiques","non"
"23","Je souhaite protéger et secourir","488273","I1504","Décontaminateur / Décontamineuse nucléaire et radiologique","non"
"23","Je souhaite protéger et secourir","488281","I1505","Technicien / Technicienne déchet nucléaire","non"
"23","Je souhaite protéger et secourir","489013","I1507","Opérateur / Opératrice démantèlement nucléaire","non"
"23","Je souhaite protéger et secourir","332","J1101","Médecin du travail et de prévention","non"
"23","Je souhaite protéger et secourir","404041","J1105","Médecin coordonnateur","non"
"23","Je souhaite protéger et secourir","488764","J1108","Médecin régulateur","non"
"23","Je souhaite protéger et secourir","489214","J1111","Gynécologue","oui"
"23","Je souhaite protéger et secourir","509643","J1123","Médecin des armées","non"
"23","Je souhaite protéger et secourir","510286","J1124","Médecin Anesthésiste Réanimateur / Réanimatrice (MAR)","non"
"23","Je souhaite protéger et secourir","509555","J1311","Transporteur / Transporteuse de produits de santé","non"
"23","Je souhaite protéger et secourir","362","J1506","Infirmier / Infirmière en soins généraux (IDE)","non"
"23","Je souhaite protéger et secourir","488289","J1508","Infirmier / Infirmière en Pratique Avancée (IPA)","non"
"23","Je souhaite protéger et secourir","488567","J1510","Infirmier coordinateur / Infirmière coordinatrice (IDEC)","non"
"23","Je souhaite protéger et secourir","488872","J1511","Infirmier / Infirmière scolaire","non"
"23","Je souhaite protéger et secourir","365","K1102","Mandataire judiciaire à la protection des majeurs (MJPM)","non"
"23","Je souhaite protéger et secourir","368","K1201","Assistant social / Assistante sociale","non"
"23","Je souhaite protéger et secourir","404543","K1309","Assistant familial / Assistante familiale","non"
"23","Je souhaite protéger et secourir","380","K1402","Médecin conseil","oui"
"23","Je souhaite protéger et secourir","509782","K1411","Médecin conseil en santé publique","oui"
"23","Je souhaite protéger et secourir","509923","K1414","Chargé / Chargée de mission santé publique","oui"
"23","Je souhaite protéger et secourir","510160","K1421","Directeur / Directrice de centre hospitalier","oui"
"23","Je souhaite protéger et secourir","391","K1701","Combattant / Combattante en milieu terrestre","oui"
"23","Je souhaite protéger et secourir","395","K1705","Secouriste","oui"
"23","Je souhaite protéger et secourir","396","K1706","Agent / Agente de la force publique","non"
"23","Je souhaite protéger et secourir","488295","K1708","Gardien / Gardienne de la paix","non"
"23","Je souhaite protéger et secourir","488708","K1712","Conducteur / Conductrice de véhicule de combat","oui"
"23","Je souhaite protéger et secourir","488712","K1713","Tireur / Tireuse d'engin blindé","oui"
"23","Je souhaite protéger et secourir","488892","K1714","Missilier / Missilière artillerie","oui"
"23","Je souhaite protéger et secourir","488906","K1715","Officier / Officière des forces armées","oui"
"23","Je souhaite protéger et secourir","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité","non"
"23","Je souhaite protéger et secourir","510608","K1725","Responsable des opérations militaires en milieu maritime","non"
"23","Je souhaite protéger et secourir","510040","K1726","Pisteur / Pisteuse secouriste","oui"
"23","Je souhaite protéger et secourir","510600","K1727","Chargé / Chargée du guidage d’aéronef militaire","non"
"23","Je souhaite protéger et secourir","510428","K1728","Régulateur / Régulatrice de secours en montagne","oui"
"23","Je souhaite protéger et secourir","510470","K1729","Opérateur / Opératrice en pyrotechnie militaire","non"
"23","Je souhaite protéger et secourir","510473","K1730","Spécialiste de la protection des forces, installations ou matériels sensibles de l’Etat","oui"
"23","Je souhaite protéger et secourir","510475","K1731","Responsable des opérations militaires en milieu aéroterrestre","non"
"23","Je souhaite protéger et secourir","510599","K1732","Spécialiste des systèmes de communication opérationnels","non"
"23","Je souhaite protéger et secourir","510584","K1733","Combattant / Combattante des forces spéciales militaires","oui"
"23","Je souhaite protéger et secourir","510587","K1734","Spécialiste du soutien armement nucléaire","non"
"23","Je souhaite protéger et secourir","510588","K1735","Architecte système de force, d’arme ou équipement militaire","oui"
"23","Je souhaite protéger et secourir","510597","K1736","Spécialiste de l’aide au déploiement des forces combattantes","non"
"23","Je souhaite protéger et secourir","510591","K1737","Combattant / Combattante en milieu maritime","oui"
"23","Je souhaite protéger et secourir","510596","K1738","Spécialiste du soutien ou de la formation propulsion nucléaire","non"
"23","Je souhaite protéger et secourir","489169","K1908","Responsable de service contentieux et recouvrement","non"
"23","Je souhaite protéger et secourir","509671","K2128","Formateur / Formatrice aux métiers de l'éducation et de la sécurité routière","non"
"23","Je souhaite protéger et secourir","429","K2502","Responsable sécurité de site","non"
"23","Je souhaite protéger et secourir","430","K2503","Agent / Agente de prévention et de sécurité","oui"
"23","Je souhaite protéger et secourir","404548","K2504","Agent / Agente de sécurité événementielle","non"
"23","Je souhaite protéger et secourir","488622","K2505","Enquêteur privé / Enquêtrice privée","non"
"23","Je souhaite protéger et secourir","509543","K2507","Agent / Agente d'exploitation et de sûreté aéroportuaire","oui"
"23","Je souhaite protéger et secourir","509689","K2508","Agent / Agente de protection rapprochée","oui"
"23","Je souhaite protéger et secourir","509690","K2509","Opérateur / Opératrice en télésurveillance","non"
"23","Je souhaite protéger et secourir","510292","K2510","Agent / Agente cynophile de sécurité","oui"
"23","Je souhaite protéger et secourir","510308","M1418","Recruteur / Recruteuse de donateurs","non"
"23","Je souhaite protéger et secourir","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée","non"
"24","Je souhaite transmettre","12","A1301","Technicien / Technicienne de culture maraîchère","non"
"24","Je souhaite transmettre","509754","A1309","Technicien / Technicienne d'élevage équin","non"
"24","Je souhaite transmettre","510436","A1313","Chargé / Chargée de mission environnement","non"
"24","Je souhaite transmettre","509753","A1509","Comportementaliste animalier / Comportementaliste animalière","non"
"24","Je souhaite transmettre","403085","C1505","Responsable d'agence immobilière","non"
"24","Je souhaite transmettre","488919","D1218","Formateur coiffeur / Formatrice coiffeuse","oui"
"24","Je souhaite transmettre","510282","D1232","Formateur / Formatrice en esthétisme","oui"
"24","Je souhaite transmettre","510035","D1239","Perceur corporel / Perceuse corporelle","non"
"24","Je souhaite transmettre","124","E1106","Journaliste","non"
"24","Je souhaite transmettre","510053","E1118","Présentateur / Présentatrice journaliste","oui"
"24","Je souhaite transmettre","510255","E1122","Transcripteur adaptateur / Transcriptrice adaptatrice","oui"
"24","Je souhaite transmettre","510285","E1123","Interprète","non"
"24","Je souhaite transmettre","510250","E1312","Lecteur-correcteur / Lectrice-correctrice","non"
"24","Je souhaite transmettre","172","F1612","Tailleur / Tailleuse de pierre","non"
"24","Je souhaite transmettre","488794","G1106","Animateur / Animatrice du patrimoine","non"
"24","Je souhaite transmettre","182","G1201","Guide-accompagnateur / Guide-accompagnatrice","non"
"24","Je souhaite transmettre","185","G1204","Educateur sportif / Educatrice sportive","non"
"24","Je souhaite transmettre","403072","G1207","Surveillant / Surveillante de baignade","non"
"24","Je souhaite transmettre","403077","G1208","Entraîneur / Entraîneure de sport professionnel et de haut niveau","non"
"24","Je souhaite transmettre","403958","G1210","Enseignant / Enseignante d'équitation","non"
"24","Je souhaite transmettre","404961","G1211","Analyste de la performance sportive","non"
"24","Je souhaite transmettre","404971","G1217","Moniteur / Monitrice en salle de sport","non"
"24","Je souhaite transmettre","404975","G1218","Préparateur / Préparatrice physique","non"
"24","Je souhaite transmettre","488606","G1222","Guide-conférencier / Guide-conférencière","non"
"24","Je souhaite transmettre","489193","G1223","Animateur / Animatrice en site de divertissement","non"
"24","Je souhaite transmettre","488616","G1224","Maître-nageur sauveteur / Maître-nageuse sauveteuse","non"
"24","Je souhaite transmettre","488733","G1226","Chef / Cheffe de bassin","non"
"24","Je souhaite transmettre","488752","G1227","Guide-interprète","non"
"24","Je souhaite transmettre","489050","G1233","Préparateur mental / Préparatrice mentale du sport","non"
"24","Je souhaite transmettre","509760","G1238","Animateur / Animatrice d'atelier multimédia","oui"
"24","Je souhaite transmettre","512361","G1242","Médiateur / Médiatrice scientifique","non"
"24","Je souhaite transmettre","218","H1207","Rédacteur / Rédactrice technique","non"
"24","Je souhaite transmettre","510309","H1226","Rédacteur médical / Rédactrice médicale en industrie pharmaceutique","oui"
"24","Je souhaite transmettre","509699","H1234","Responsable de service de rédaction technique","non"
"24","Je souhaite transmettre","489038","H2210","Tonnelier / Tonnelière","non"
"24","Je souhaite transmettre","488869","I1315","Monteur raccordeur / Monteuse raccordeuse fibre optique","non"
"24","Je souhaite transmettre","488900","I1317","Technicien / Technicienne de maintenance fibre optique","non"
"24","Je souhaite transmettre","489206","I1320","Technicien / Technicienne de maintenance d'équipements connectés","non"
"24","Je souhaite transmettre","332","J1101","Médecin du travail et de prévention","non"
"24","Je souhaite transmettre","488916","J1110","Médecin légiste","non"
"24","Je souhaite transmettre","509674","J1125","Endocrinologue","non"
"24","Je souhaite transmettre","510162","J1127","Médecin urgentiste","non"
"24","Je souhaite transmettre","509812","J1130","Oto-rhino-laryngologiste (ORL)","non"
"24","Je souhaite transmettre","509887","J1132","Neurologue","non"
"24","Je souhaite transmettre","509912","J1133","Stomatologue","non"
"24","Je souhaite transmettre","361","J1505","Infirmier / Infirmière de prévention","non"
"24","Je souhaite transmettre","489197","J1512","Infirmier / Infirmière de santé au travail","non"
"24","Je souhaite transmettre","366","K1103","Conseiller / Conseillère en développement personnel","oui"
"24","Je souhaite transmettre","509558","K1107","Conseiller / Conseillère d’orientation psychologue","non"
"24","Je souhaite transmettre","370","K1203","Educateur technique spécialisé / Educatrice technique spécialisée","oui"
"24","Je souhaite transmettre","372","K1205","Agent / Agente d'accueil social","non"
"24","Je souhaite transmettre","488587","K1209","Coordonnateur / Coordonnatrice de projet socioéducatif","non"
"24","Je souhaite transmettre","509376","K1213","Médiateur culturel / Médiatrice culturelle","oui"
"24","Je souhaite transmettre","510400","K1214","Conseiller / Conseillère en génétique","non"
"24","Je souhaite transmettre","509410","K1215","Moniteur / Monitrice d’atelier en milieu de travail protégé","oui"
"24","Je souhaite transmettre","509503","K1217","Animateur socioéducatif / Animatrice socioéducative","non"
"24","Je souhaite transmettre","510206","K1223","Technicien / Technicienne de l'administration pénitentiaire","oui"
"24","Je souhaite transmettre","510181","K1224","Encadrant / Encadrante technique d'insertion socioprofessionnelle","oui"
"24","Je souhaite transmettre","375","K1301","Educateur / Educatrice en locomotion","non"
"24","Je souhaite transmettre","404045","K1307","Animateur / Animatrice petite enfance","non"
"24","Je souhaite transmettre","404046","K1308","Agent territorial spécialisé / Agente territoriale spécialisée des écoles maternelles (ATSEM)","non"
"24","Je souhaite transmettre","393","K1703","Responsable Opérationnel / Opérationnelle de la défense","non"
"24","Je souhaite transmettre","395","K1705","Secouriste","non"
"24","Je souhaite transmettre","510608","K1725","Responsable des opérations militaires en milieu maritime","non"
"24","Je souhaite transmettre","510040","K1726","Pisteur / Pisteuse secouriste","non"
"24","Je souhaite transmettre","510475","K1731","Responsable des opérations militaires en milieu aéroterrestre","non"
"24","Je souhaite transmettre","510599","K1732","Spécialiste des systèmes de communication opérationnels","non"
"24","Je souhaite transmettre","510587","K1734","Spécialiste du soutien armement nucléaire","non"
"24","Je souhaite transmettre","510597","K1736","Spécialiste de l’aide au déploiement des forces combattantes","non"
"24","Je souhaite transmettre","510596","K1738","Spécialiste du soutien ou de la formation propulsion nucléaire","non"
"24","Je souhaite transmettre","398","K1801","Conseiller / Conseillère en insertion professionnelle","non"
"24","Je souhaite transmettre","509552","K1804","Conseiller / Conseillère en création d'entreprise","non"
"24","Je souhaite transmettre","404","K2101","Conseiller consultant / Conseillère consultante en formation","oui"
"24","Je souhaite transmettre","405","K2102","Coordinateur / Coordinatrice pédagogique","oui"
"24","Je souhaite transmettre","408","K2105","Professeur / Professeure de musique","oui"
"24","Je souhaite transmettre","409","K2106","Professeur / Professeure des écoles","oui"
"24","Je souhaite transmettre","410","K2107","Professeur / Professeure de collège et de lycée","oui"
"24","Je souhaite transmettre","411","K2108","Professeur / Professeure des universités","oui"
"24","Je souhaite transmettre","412","K2109","Professeur / Professeure d'enseignement technologique","oui"
"24","Je souhaite transmettre","413","K2110","Enseignant / Enseignante de la conduite et de la sécurité routière","oui"
"24","Je souhaite transmettre","414","K2111","Formateur / Formatrice","oui"
"24","Je souhaite transmettre","404546","K2113","Accompagnant / Accompagnante des élèves en situation de handicap (AESH)","non"
"24","Je souhaite transmettre","488317","K2114","Formateur / Formatrice qualité","oui"
"24","Je souhaite transmettre","488915","K2116","Responsable d'unité d'enseignement de la conduite de véhicule","oui"
"24","Je souhaite transmettre","489031","K2118","Directeur / Directrice d'école primaire","oui"
"24","Je souhaite transmettre","509361","K2119","Consultant / Consultante en ingénierie pédagogique","oui"
"24","Je souhaite transmettre","509529","K2122","Professeur / Professeure à domicile","oui"
"24","Je souhaite transmettre","509533","K2123","Responsable programme enseignement supérieur","oui"
"24","Je souhaite transmettre","509534","K2124","Formateur / Formatrice conduite d'engins motorisés et de levage","oui"
"24","Je souhaite transmettre","509551","K2126","Conseiller / Conseillère en validation des acquis de l'expérience","oui"
"24","Je souhaite transmettre","509559","K2127","Professeur / Professeure d'enseignement général pour déficients sensoriels","oui"
"24","Je souhaite transmettre","509671","K2128","Formateur / Formatrice aux métiers de l'éducation et de la sécurité routière","oui"
"24","Je souhaite transmettre","509673","K2129","Professeur / Professeure en soutien scolaire","oui"
"24","Je souhaite transmettre","509706","K2130","Professeur / Professeure de Français Langue Etrangère (FLE)","oui"
"24","Je souhaite transmettre","509783","K2131","Lecteur / Lectrice de langues dans l'enseignement supérieur","oui"
"24","Je souhaite transmettre","509895","K2132","Responsable ingénierie de la formation professionnelle","oui"
"24","Je souhaite transmettre","509902","K2133","Sociologue","non"
"24","Je souhaite transmettre","510418","K2136","Professeur territorial / Professeure territoriale d'enseignement artistique","oui"
"24","Je souhaite transmettre","510044","K2137","Assistant / Assistante pédagogique en milieu scolaire","oui"
"24","Je souhaite transmettre","510061","K2138","Animateur / Animatrice de stages permis à points","oui"
