"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"K2202","4","acces_metier","2","Un Certificat d''Aptitude à la Conduite en Sécurité -CACES- conditionné par une aptitude médicale à renouveler périodiquement peut être exigé pour l''utilisation de nacelles."
"K2203","3","definition","1","Supervise et contrôle des opérations et prestations de propreté de locaux (tertiaires, industriels, commerciaux ...) selon les normes qualité, sécurité, hygiène et les impératifs commerciaux (délais, coûts, ...). Encadre un secteur."
"K2203","3","definition","2","Peut réaliser des devis et mener une négociation commerciale."
"K2203","4","acces_metier","1","Ce métier est accessible à partir d''un Bac professionnel en hygiène, propreté et environnement."
"K2204","3","definition","1","L''Agent de nettoyage industriel est responsable de la propreté et l''hygiène des locaux industriels et des machines."
"K2204","3","definition","2","Assure le nettoyage et la désinfection des surfaces et équipements en veillant au respect des règles d''hygiène et de propreté"
"K2204","3","definition","3","Utilise des machines spécifiques pour le nettoyage en profondeur"
"K2204","3","definition","4","Gère l''évacuation des déchets selon les procédures environnementales"
"K2204","3","definition","5","Contrôle la qualité de son travail et réajuste les méthodes si nécessaire"
"K2204","3","definition","6","Peut superviser une équipe de nettoyage dans de grands complexes industriels"
"K2204","4","acces_metier","1","Cet emploi est accessible sans qualification particulière mais un CAP Agent de propreté et d''hygiène est recommandé. Les formations dans le domaine de l''hygiène, de la propreté et de l''environnement peuvent être un atout."
"K2205","3","definition","1","Professionnel de la propreté, l''agent(e) veille chaque jour à offrir des espaces impeccables et agréables, contribuant ainsi à un environnement sain et accueillant."
"K2205","3","definition","2","Assure le nettoyage et la désinfection des surfaces et locaux selon les protocoles en vigueur"
"K2205","3","definition","3","Utilise des produits de nettoyage spécifiques pour différents types de surfaces"
"K2205","3","definition","4","Veille au bon fonctionnement et à l''entretien du matériel de nettoyage"
"K2205","3","definition","5","Respecte les normes de sécurité et d''hygiène strictes lors de l''exécution de ses tâches"
"K2205","3","definition","6","Peut intervenir pour des nettoyages spéciaux en cas d''incidents"
"K2205","3","definition","7","Gère l''approvisionnement et le stockage des produits de nettoyage"
"K2205","4","acces_metier","1","Cet emploi est accessible avec un CAP ou un BEP, dans les domaines de l''hygiène, de la propreté et de l''environnement."
"K2301","3","definition","1","L''agent d''exploitation des réseaux d''assainissement joue un rôle important dans la gestion et le maintien de la salubrité des systèmes d''assainissement urbains."
"K2301","3","definition","2","Inspecte et entretient les réseaux d''assainissement pour garantir leur bon fonctionnement"
"K2301","3","definition","3","Réalise des opérations de curage pour prévenir les obstructions et les débordements"
"K2301","3","definition","4","Contrôle et répare les équipements et infrastructures liés à l''assainissement"
"K2301","3","definition","5","Surveille les indicateurs de performance des systèmes d''assainissement et propose des améliorations"
"K2301","3","definition","6","Assure la conformité des opérations avec les normes de sécurité et environnementales"
"K2301","3","definition","7","Participe à des interventions d''urgence pour résoudre les problèmes critiques d''assainissement"
"K2301","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP/BEP à Bac + 2 dans le domaine du traitement de l''eau ou des travaux publics."
"K2301","4","acces_metier","2","Un concours est exigé si l''on souhaite travailler pour le compte d''une collectivité territoriale."
"K2302","3","definition","1","Le responsable de collecte de déchets assure la répartition des tâches, gère le planning de ses agents, s''occupe de la logistique, dans le cadre de la collecte des ordures ménagères."
"K2302","3","definition","2","Supervise et coordonne les opérations de collecte des déchets ménagers et industriels"
"K2302","3","definition","3","Optimise les itinéraires de collecte pour améliorer l''efficacité et réduire les coûts"
"K2302","3","definition","4","Assure le respect des normes environnementales et de sécurité lors de la collecte des déchets"
"K2302","3","definition","5","Gère les équipes de collecteurs et assure leur formation continue"
"K2302","3","definition","6","Développe des stratégies pour augmenter le taux de recyclage et réduire les déchets"
"K2302","3","definition","7","Collabore avec les autorités locales et les entreprises pour améliorer les systèmes de gestion des déchets"
"K2302","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau bac + 3 à bac + 5 dans la gestion de l''environnement ou du développement durable."
"K2303","3","definition","1","Le Ripeur est responsable de la collecte des déchets ménagers et industriels sur la voie publique."
"K2303","3","definition","2","Assure le ramassage des déchets en suivant des itinéraires prédéfinis"
"K2303","3","definition","3","Manipule des conteneurs et sacs à ordures pour les vider dans le camion de collecte"
"K2303","3","definition","4","Respecte les normes de sécurité et d''hygiène lors de la collecte des déchets"
"K2303","3","definition","5","Participe à la propreté des espaces publics en nettoyant les zones de collecte"
"K2303","3","definition","6","Travaille en équipe pour optimiser les tournées de collecte"
"K2303","3","definition","7","Peut intervenir dans des opérations de tri et de recyclage des déchets"
"K2303","4","acces_metier","1","Cet emploi est accessible sans qualification particulière. Des formations telles que le CAP Propreté de l''environnement urbain - collecte et recyclage peuvent être un atout. Des certifications comme les CACES pour la conduite de PEMP et grues de chargement sont disponibles mais non obligatoires."
"K2304","3","definition","1","L''Agent de tri des déchets joue un rôle crucial dans la gestion des déchets et contribue activement à la protection de l''environnement."
"K2304","3","definition","2","Sépare et classe les déchets selon leur nature et leur recyclabilité"
"K2304","3","definition","3","Contrôle la qualité des matériaux triés et élimine les contaminants"
"K2304","3","definition","4","Entretient et maintenance des machines de tri"
"K2304","3","definition","5","Respecte les normes de sécurité et les procédures opérationnelles"
"K2304","3","definition","6","Collabore avec d''autres équipes pour optimiser la gestion des déchets"
"K2304","4","acces_metier","1","Cet emploi est accessible avec un CAP en gestion des déchets ou un BEP en environnement et recyclage. Des formations spécifiques comme l''attestation d''aptitude à la manipulation des fluides frigorigènes ou divers CACES peuvent être un atout."
"K2305","3","definition","1","L''Agent de désinsectisation protège les espaces en éradiquant des insectes nuisibles dans divers environnements."
"K2305","3","definition","2","Inspecte les sites et applique des traitements pour éliminer des infestations"
"K2305","3","definition","3","Conseille les clients sur les mesures de prévention en utilisant des gammes de méthodes et produits"
"K2305","3","definition","4","Suit les protocoles de sécurité pour l''utilisation de produits chimiques"
"K2305","3","definition","5","Réalise des contrôles réguliers pour garantir l''efficacité des techniques de désinsectisation"
"K2305","3","definition","6","Peut participer à des missions de désinfection et de dératisation"
"K2305","4","acces_metier","1","Cet emploi est accessible avec ou sans diplôme spécifique. Des formations telles que le Certificat de qualification professionnelle (CQP) Technicien hygiéniste, le Certificat de compétence en produits biocides, ou une formation spécifique en matière d''hygiène et salubrité peuvent être bénéfiques. Des habilitations comme les CACES R 486 ou les  électriques, chimiques ne sont pas obligatoires mais peuvent être utiles"
"K2306","3","definition","1","Le responsable de site éco-industriel gère les activités d''un site en adoptant des pratiques écologiques et durables."
"K2306","3","definition","2","Organise, coordonne et contrôle des moyens et des process dans un objectif d''exploitation d''installations de traitement des eaux (potables, usées)"
"K2306","3","definition","3","Supervise les opérations quotidiennes de traitement et de valorisation des déchets"
"K2306","3","definition","4","Assure la conformité du site avec les réglementations environnementales"
"K2306","3","definition","5","Optimise les processus pour maximiser l''efficacité et réduire les coûts"
"K2306","3","definition","6","Encadre les équipes et coordonne les activités entre les différents départements"
"K2306","3","definition","7","Développe des stratégies pour améliorer la durabilité et l''impact environnemental du site"
"K2306","3","definition","8","Maintient des relations avec les autorités locales, les clients et les fournisseurs"
"K2306","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5 en gestion des déchets et développement durable, ou en environnement."
"K2306","4","acces_metier","2","Une habilitation aux risques d''origine électrique peut être demandée."
"K2306","4","acces_metier","3","Une aptitude médicale et des vaccinations spécifiques (hépatite, leptospirose, ...) peuvent également être requises selon le domaine d''intervention."
"K2307","3","definition","1","L''Agent de propreté urbaine, un acteur essentiel pour maintenir nos villes propres et accueillantes."
"K2307","3","definition","2","Assure le nettoyage et l''entretien des espaces publics urbains pour garantir un environnement propre et agréable"
"K2307","3","definition","3","Participe à la lutte contre les pollutions visuelles en nettoyant les graffitis et autres marquages indésirables"
"K2307","3","definition","4","Contribue à la salubrité publique en vidant régulièrement les poubelles et en gérant les points de collecte"
"K2307","3","definition","5","Peut conduire des engins légers de nettoiement pour accéder et nettoyer des zones difficiles"
"K2307","4","acces_metier","1","Cet emploi est accessible avec un niveau CAP dans le domaine de la propreté, voire sans diplôme."
"K2308","3","definition","1","L''Opérateur de tri en récupération et revalorisation joue un rôle crucial dans la gestion des déchets et la préservation de l''environnement."
"K2308","3","definition","2","Sépare et classe les matériaux recyclables selon leur nature et leur qualité"
"K2308","3","definition","3","Contrôle la qualité des matériaux triés et élimine les contaminants"
"K2308","3","definition","4","Utilise des équipements de tri spécifiques pour optimiser le processus de récupération"
"K2308","3","definition","5","Respecte les normes de sécurité et les réglementations environnementales en vigueur"
"K2308","3","definition","6","Contribue à la sensibilisation et à l''éducation environnementale des collectivités"
"K2308","3","definition","7","Participe à l''amélioration continue des processus de tri et de recyclage"
"K2308","4","acces_metier","1","Cet emploi est accessible avec un CAP en gestion des déchets ou un Bac Pro en environnement et recyclage. Des certifications telles que le CACES pour la manipulation de chariots élévateurs et autres engins peuvent être utiles mais ne sont pas obligatoires."
"K2309","3","definition","1","Le Technicien de réutilisation et recyclage joue un rôle crucial dans la gestion des déchets et la préservation de l''environnement."
"K2309","3","definition","2","Collecte et trie les matériaux recyclables à partir de diverses sources"
"K2309","3","definition","3","Effectue le démontage d''appareils électroménagers pour en récupérer les composants réutilisables"
"K2309","3","definition","4","Contrôle la qualité des matériaux recyclés pour garantir leur réutilisation"
"K2309","3","definition","5","Sensibilise les communautés et les entreprises aux pratiques de recyclage"
"K2309","3","definition","6","Gère la logistique et le stockage des matériaux recyclés"
"K2309","4","acces_metier","1","Cet emploi est accessible avec un Bac Pro Gestion des Pollutions et Protection de l''Environnement ou un BTS Métiers des Services à l''Environnement. Des formations comme l''Attestation d''aptitude à la manipulation des fluides frigorigènes ou divers CACES peuvent être utiles mais ne sont pas obligatoires."
"K2310","3","definition","1","L''Ambassadeur du tri joue un rôle clé dans la sensibilisation et l''éducation des citoyens au tri et à la réduction des déchets."
"K2310","3","definition","2","Sensibilise et éduque les citoyens aux pratiques de tri et de réduction des déchets"
"K2310","3","definition","3","Organise des ateliers et des campagnes d''information sur le tri sélectif et le recyclage"
"K2310","3","definition","4","Collabore avec les collectivités locales pour améliorer les systèmes de collecte des déchets"
"K2310","3","definition","5","Participe à la mise en place de projets visant à optimiser la gestion des déchets"
"K2310","3","definition","6","Assure le suivi et l''évaluation des actions de sensibilisation mises en place"
"K2310","3","definition","7","Peut intervenir dans des écoles pour former les jeunes à l''importance du tri et du recyclage"
"K2310","4","acces_metier","1","Cet emploi est accessible sans formation. Une formation spécifique en gestion des déchets ou une certification en sensibilisation environnementale peut être un atout."
"K2311","3","definition","1","Le responsable des déchets est un professionnel chargé de la gestion, de la coordination et de l''optimisation des processus de collecte, de traitement et de valorisation des déchets dans le respect des réglementations en vigueur."
"K2311","3","definition","2","Supervise la collecte, le traitement et la valorisation des déchets"
"K2311","3","definition","3","Optimise les processus de tri et de recyclage pour améliorer l''efficacité"
"K2311","3","definition","4","Assure la conformité avec les réglementations environnementales"
"K2311","3","definition","5","Développe des stratégies pour réduire la production de déchets à la source"
"K2311","3","definition","6","Collabore avec divers départements pour implémenter des pratiques de gestion des déchets durables"
"K2311","3","definition","7","Forme le personnel aux méthodes de manipulation et de réduction des déchets"
"K2311","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5 en gestion des déchets et développement durable, ou ingénierie en traitement des déchets. Les habilitations électriques, bien que non obligatoires, peuvent être un atout."
"K2312","3","definition","1","L''ingénieur responsable propreté et nettoiement veille à maintenir et améliorer les standards de propreté dans divers environnements."
"K2312","3","definition","2","Supervise et coordonne les activités de nettoyage et d''entretien des espaces publics et privés"
"K2312","3","definition","3","Développe et met en œuvre des stratégies d''amélioration continue de la propreté"
"K2312","3","definition","4","Assure la formation et le respect des normes d''hygiène par les équipes de nettoyage"
"K2312","3","definition","5","Gère l''achat et la maintenance des équipements de nettoyage"
"K2312","3","definition","6","Effectue des audits réguliers pour garantir la conformité aux normes de propreté"
"K2312","3","definition","7","Collabore avec d''autres départements pour assurer un environnement propre et sécuritaire"
"K2312","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +5 ou un diplôme d''ingénieur dans les domaines de la gestion des déchets et de l''environnement."
"K2313","3","definition","1","Le technicien chargé de la police des eaux contribue à la préservation des milieux aquatiques et à la gestion équilibrée de la ressource en eau."
"K2313","3","definition","2","Contrôle la qualité de l''eau et surveille les prélèvements dans les milieux naturels"
"K2313","3","definition","3","Applique et fait respecter la réglementation relative à l''eau et aux milieux aquatiques"
"K2313","3","definition","4","Réalise des inspections et des audits sur les sites industriels et agricoles"
"K2313","3","definition","5","Participe à l''élaboration de plans de gestion de l''eau et à la mise en œuvre de projets environnementaux"
"K2313","3","definition","6","Informe et sensibilise les acteurs locaux et le grand public sur les enjeux de la gestion de l''eau"
"K2313","3","definition","7","Rédige des rapports d''activité et des comptes rendus d''intervention"
"K2313","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5  dans les domaines de la gestion de l''eau et la protection de l''environnement."
"K2314","3","definition","1","Le technicien de maintenance de systèmes d''irrigation assure l''efficacité et la durabilité des systèmes d''arrosage."
"K2314","3","definition","2","Installe et met en service des systèmes d''irrigation pour l''agriculture et les espaces verts"
"K2314","3","definition","3","Réalise des diagnostics de panne et effectue les réparations nécessaires pour garantir le bon fonctionnement des installations"
"K2314","3","definition","4","Procède à des contrôles réguliers et à l''entretien préventif des équipements pour prévenir les dysfonctionnements"
"K2314","3","definition","5","Conseille les clients sur l''utilisation optimale des systèmes et sur les innovations technologiques disponibles"
"K2314","3","definition","6","Peut participer à la conception et à l''amélioration des systèmes d''irrigation pour répondre spécifiquement aux besoins des utilisateurs"
"K2314","3","definition","7","Assure une veille technologique pour rester à la pointe des évolutions dans le domaine de l''irrigation"
"K2314","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac+2 dans les domaines de la maintenance, de l''eau, ou de l''hygiène et assainissement."
"K2315","3","definition","1","L''inspecteur de salubrité publique est un professionnel chargé de surveiller et de vérifier les conditions sanitaires et de sécurité dans divers établissements, tels que les restaurants, les hôtels, les hôpitaux, les écoles et autres lieux publics."
"K2315","3","definition","2","S''assure que les normes d''hygiène et de sécurité sont respectées pour protéger la santé publique"
"K2315","3","definition","3","Réalise des inspections régulières pour prévenir les risques sanitaires"
"K2315","3","definition","4","Informe et sensibilise les citoyens et les professionnels aux règles d''hygiène"
"K2315","3","definition","5","Propose des mesures correctives en cas de non-conformité"
"K2315","3","definition","6","Participe à l''élaboration de politiques de santé publique locales"
"K2315","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+5 en santé publique ou en santé environnementale. Une formation spécifique en inspection de salubrité peut être requise, bien que non obligatoire."
"K2316","3","definition","1","Un responsable d''usine de production d’eau potable est un professionnel chargé de la gestion et de la supervision de l''ensemble des processus nécessaires à la production d''eau potable."
"K2316","3","definition","2","Supervise la production et la distribution d''eau potable en respectant les normes de qualité et de sécurité"
"K2316","3","definition","3","Gère les installations et équipements de l''usine pour garantir leur bon fonctionnement et leur maintenance"
"K2316","3","definition","4","Optimise les processus de traitement de l''eau pour améliorer l''efficacité et réduire les coûts"
"K2316","3","definition","5","Assure la conformité réglementaire de l''usine avec les lois environnementales et sanitaires"
"K2316","3","definition","6","Dirige et forme une équipe de techniciens et d''opérateurs pour assurer une exploitation efficace de l''usine"
"K2316","3","definition","7","Analyse et résout les problèmes techniques pour minimiser les interruptions de service"
"K2316","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Bac+5. Les habilitations électriques, bien que non obligatoires, peuvent être un atout."
"K2317","3","definition","1","Le technicien d''exploitation d''eau potable gère et surveille les systèmes d''eau, assurant une distribution saine et sécurisée."
"K2317","3","definition","2","Surveille et maintient les équipements de traitement de l''eau pour garantir leur bon fonctionnement"
"K2317","3","definition","3","Contrôle la qualité de l''eau et ajuste les traitements nécessaires pour respecter les normes sanitaires"
"K2317","3","definition","4","Gère les incidents et les urgences pouvant affecter la qualité de l''eau"
"K2317","3","definition","5","Réalise des analyses régulières pour prévenir toute contamination ou problème technique"
"K2317","3","definition","6","Informe et forme le personnel aux procédures et aux normes de sécurité liées à l''exploitation"
"K2317","3","definition","7","Participe à l''amélioration continue des processus pour optimiser l''efficacité du traitement de l''eau"
"K2317","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau bac + 2 à bac + 5 en sciences et technologies de l''eau."
"K2318","3","definition","1","L''agent de déchetterie gère des déchets et la préservation de l''environnement."
"K2318","3","definition","2","Accueille et oriente les usagers de la déchetterie"
"K2318","3","definition","3","Contrôle le tri des déchets apportés par les usagers"
"K2318","3","definition","4","Veille à la propreté et à la sécurité du site"
"K2318","3","definition","5","Informe et sensibilise les usagers au tri et à la réduction des déchets"
"K2318","3","definition","6","Gère les différents espaces de collecte selon les types de déchets"
"K2318","3","definition","7","Surveille et maintient l''ordre au sein de la déchetterie"
"K2318","4","acces_metier","1","Cet emploi est accessible sans qualification, cependant, CAP agent de traitement des déchets et propreté urbaine serait un atout."
"K2318","4","acces_metier","2","Des Certificats d''Aptitude à la Conduite En Sécurité (CACES) peuvent être nécessaires pour la conduite de certains engins."
"K2319","3","definition","1","Le technicien hygiéniste, un professionnel essentiel pour garantir la propreté et l''hygiène des environnements."
"K2319","3","definition","2","Prévient, contrôle ou élimine la propagation d’espèces dites nuisibles"
"K2319","3","definition","3","Assure la désinfection et la décontamination des bâtiments et espaces publics"
"K2319","3","definition","4","Applique des traitements spécifiques pour la prévention des nuisances et des infestations"
"K2319","3","definition","5","Réalise des interventions en respectant les normes de sécurité et d''hygiène"
"K2319","3","definition","6","Conseille les clients sur les meilleures pratiques d''hygiène et de prévention"
"K2319","3","definition","7","Gère l''entretien et la maintenance du matériel de nettoyage"
"K2319","4","acces_metier","1","Cet emploi est accessible sans diplôme particulier, mais un CAP/BEP en hygiène et environnement serait un atout."
"K2319","4","acces_metier","2","Des habilitations particulières (habilitations électriques, CACES, etc) peuvent être demandées, ainsi que certaines vaccinations."
"K2320","3","definition","1","Le chargé du traitement des déchets joue un rôle dans la gestion durable des ressources."
"K2320","3","definition","2","Conçoit et met en œuvre des procédés de traitement et de valorisation des déchets"
"K2320","3","definition","3","Optimise les systèmes de gestion des déchets pour réduire l''impact environnemental"
"K2320","3","definition","4","Supervise les opérations sur les sites de traitement et assure le respect des normes environnementales"
"K2320","3","definition","5","Développe des solutions innovantes pour le recyclage et la réutilisation des matériaux"
"K2320","3","definition","6","Collabore avec des équipes multidisciplinaires pour améliorer les pratiques de gestion des déchets"
"K2320","3","definition","7","Réalise des études d''impact environnemental et propose des améliorations continues"
"K2320","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +3 à Bac +5 dans les domaines de la gestion des déchets et du développement durable, ou avec un diplôme d''ingénieur."
"K2321","3","definition","1","L''égoutier, un métier essentiel pour le maintien de la salubrité urbaine."
"K2321","3","definition","2","Assure l''entretien et la réparation des réseaux d''assainissement"
"K2321","3","definition","3","Inspecte régulièrement les égouts pour prévenir les obstructions et les défaillances"
"K2321","3","definition","4","Utilise des équipements spécialisés pour nettoyer et déboucher les canalisations"
"K2321","3","definition","5","Réalise des interventions d''urgence en cas d''inondations ou de débordements"
"K2321","3","definition","6","Collabore avec les services de la ville pour coordonner les travaux sur les infrastructures"
"K2321","3","definition","7","Respecte les normes de sécurité et de protection de l''environnement lors des intervention"
"K2321","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau CAP/BEP à Bac Professionnel dans le secteur technique (Bâtiments et Travaux Publics, assainissement, plomberie, ...)."
"K2322","3","definition","1","Le technicien en traitement des eaux joue un rôle dans la gestion et le traitement des eaux usées."
"K2322","3","definition","2","Contrôle et surveille le fonctionnement des installations et des équipements de la station d''épuration"
"K2322","3","definition","3","Effectue des analyses régulières de la qualité de l''eau et ajuste les traitements en conséquence"
"K2322","3","definition","4","Entretient et répare les équipements pour assurer leur bon fonctionnement"
"K2322","3","definition","5","Rédige des rapports détaillés sur les opérations et les résultats des traitements"
"K2322","3","definition","6","Veille au respect des normes environnementales et de sécurité"
"K2322","3","definition","7","Participe à l''amélioration continue des processus de traitement des eaux"
"K2322","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac + 3 dans les domaines de la gestion et du traitement de l''eau, de l''air et des déchets."
"K2322","4","acces_metier","2","Il est également accessible par le concours de catégorie C d’agent technique, pour exercer dans la fonction publique territoriale."
"K2323","3","definition","1","Le responsable propreté urbaine veille à maintenir et améliorer la propreté des espaces publics."
"K2323","3","definition","2","Supervise les équipes de nettoyage urbain"
"K2323","3","definition","3","Planifie et coordonne les opérations de nettoiement"
"K2323","3","definition","4","Contrôle la qualité des interventions et assure le respect des normes d''hygiène"
"K2323","3","definition","5","Gère le matériel et les équipements de nettoyage"
"K2323","3","definition","6","Développe des stratégies pour optimiser les processus de nettoyage"
"K2323","3","definition","7","Collabore avec les services municipaux pour des initiatives de propreté"
"K2323","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac à Bac + 3 dans les domaines de la propreté, de l''hygiène, de l''environnement ou du traitement des déchets."
"K2401","3","definition","1","Le chercheur en sciences humaines et sociales explore les aspects complexes de la société, de la culture et de l''histoire pour élargir notre compréhension du monde humain."
"K2401","3","definition","2","Conduit des recherches approfondies dans des domaines spécifiques des sciences humaines et sociales"
"K2401","3","definition","3","Analyse et interprète des données issues de diverses sources pour en tirer des conclusions significatives"
"K2401","3","definition","4","Publie des articles et des rapports pour partager les résultats de ses recherches avec la communauté scientifique et le grand public"
"K2401","3","definition","5","Participe à des conférences et des séminaires pour présenter ses travaux et échanger avec d''autres experts du domaine"
"K2401","3","definition","6","Contribue à l''élaboration de projets de recherche collaboratifs et interdisciplinaires"
"K2401","3","definition","7","Enseigne et encadre des étudiants dans le cadre de programmes universitaires liés à son domaine d''expertise"
"K2401","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac +5 à Bac+8 dans les domaines variés des sciences humaines et sociales. Les domaines des sciences sociales incluent, entre autres, la sociologie, l''anthropologie, l''économie, la démographie, la psychologie, l''archéologie ou encore l''histoire."
"K2402","3","definition","1","Supervise et réalise des travaux de recherche et d''étude scientifique permettant d''explorer, d''approfondir et d''étendre la connaissance selon les règles éthiques."
"K2402","3","definition","2","Valorise et diffuse les résultats auprès de la communauté scientifique, d''institutionnels ou d''entreprises."
"K2402","3","definition","3","Peut collaborer avec des équipes de recherche privées ou publiques dans le cadre de transfert de technologies ou de projets de recherche et développement."
"K2402","3","definition","4","Peut superviser et coordonner un projet, une équipe, un service, un laboratoire ou un département de recherche."
"K2402","4","acces_metier","1","Ce métier est accessible avec un Master (Master Recherche, Diplôme d''ingénieur, ...) complété par un Doctorat dans un secteur scientifique (physique, chimie, médecine, géologie, ...)."
"K2402","4","acces_metier","2","La publication de travaux (articles, ouvrages, thèses, mémoires, ...) contribue à la reconnaissance des compétences professionnelles."
"K2402","4","acces_metier","3","La pratique d''une langue étrangère, en particulier l''anglais, est requise."
"K2403","3","definition","1","Le biostatisticien contribue à la conception et au développement des méthodologies biostatistiques utilisées dans les études pré-cliniques, cliniques ou épidémiologiques."
"K2403","3","definition","2","Analyse les données chiffrées relatives à la biologie pour en extraire les informations utiles et les interpréter, afin d''aider l''équipe de recherche à prendre des décisions."
"K2403","3","definition","3","Peut collaborer avec des équipes de recherche privées ou publiques dans le cadre de transfert de technologies ou de projets de recherche et développement."
"K2403","4","acces_metier","1","Cet emploi est accessible avec un Master ou un Diplôme d''Ingénieur, dans les secteurs de l''économie, des statistiques, de l''économétrie, des sciences politiques, complété par un Doctorat dans un secteur scientifique (physique, chimie, médecine, géologie)"
"K2403","4","acces_metier","2","La pratique d''une langue étrangère, en particulier l''anglais, est souvent requise."
"K2404","3","definition","1","Le Chargé de recherche, un acteur clé dans l''avancement scientifique et technologique."
"K2404","3","definition","2","Conduit des projets de recherche et développement dans divers domaines scientifiques"
"K2404","3","definition","3","Analyse et interprète les données issues des expérimentations"
"K2404","3","definition","4","Collabore avec des équipes multidisciplinaires pour innover et résoudre des problèmes complexes"
"K2404","3","definition","5","Rédige des rapports de recherche et des publications scientifiques"
"K2404","3","definition","6","Présente les résultats de recherche lors de conférences ou à des parties prenantes"
"K2404","3","definition","7","Assure la veille scientifique et technologique pour rester à la pointe de son domaine"
"K2404","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en sciences, un Doctorat en sciences pharmaceutiques, un Master en Biologie ou un Diplôme d''Ingénieur en biotechnologie. Les niveaux d''études requis varient de Bac + 5 à Bac + 8."
"K2405","3","definition","1","L''Attaché de recherche clinique en milieu hospitalier joue un rôle crucial dans le développement de nouvelles thérapies médicales."
"K2405","3","definition","2","Coordonne et supervise les essais cliniques au sein des établissements hospitaliers"
"K2405","3","definition","3","Assure la liaison entre les équipes médicales et les sponsors des études cliniques"
"K2405","3","definition","4","Veille au respect des protocoles de recherche et des normes éthiques"
"K2405","3","definition","5","Collecte, analyse et synthétise les données issues des essais cliniques"
"K2405","3","definition","6","Contribue à la rédaction des rapports d''étude et à la publication des résultats"
"K2405","3","definition","7","Participe à la formation du personnel hospitalier sur les bonnes pratiques cliniques"
"K2405","4","acces_metier","1","Cet emploi est accessible avec un Master en Sciences de la santé ou un Diplôme d''État de docteur. Les niveaux d''études requis sont Bac+5 pour le Master et Bac+8 pour les diplômes de docteur."
"K2406","3","definition","1","Le Directeur de recherche pilote des projets innovants au cœur du développement scientifique."
"K2406","3","definition","2","Dirige et coordonne des projets de recherche appliquée ou fondamentale"
"K2406","3","definition","3","Définit les orientations stratégiques des programmes de recherche"
"K2406","3","definition","4","Supervise et évalue les activités de recherche de son unité"
"K2406","3","definition","5","Assure la communication et la publication des résultats scientifiques"
"K2406","3","definition","6","Collabore avec des partenaires académiques et industriels"
"K2406","3","definition","7","Peut gérer les aspects administratifs et financiers liés aux projets de recherche"
"K2406","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en Sciences, ainsi qu''un Diplôme d''Etat en médecine ou pharmacie."
"K2407","3","definition","1","Le climatologue, expert des phénomènes climatiques, joue un rôle crucial dans la compréhension des variations climatiques et leurs impacts sur l''environnement."
"K2407","3","definition","2","Analyse et interprète les données météorologiques pour étudier les climats et leurs variations"
"K2407","3","definition","3","Modélise les prévisions climatiques pour anticiper les changements et leurs conséquences"
"K2407","3","definition","4","Contribue à des projets de recherche pour améliorer la compréhension des systèmes climatiques"
"K2407","3","definition","5","Collabore avec des scientifiques internationaux pour échanger des données et des insights sur le climat"
"K2407","3","definition","6","Rédige des rapports scientifiques et des articles pour partager les découvertes avec la communauté scientifique et le grand public"
"K2407","3","definition","7","Participe à des conférences pour discuter des dernières avancées en climatologie"
"K2407","4","acces_metier","1","Cet emploi est accessible avec un Doctorat en climatologie ou un Master en sciences de l''atmosphère. Les niveaux d''études requis vont généralement de Bac +5 à Bac +8."
"K2408","3","definition","1","Le mathématicien, expert en chiffres et en logique, joue un rôle crucial dans le développement de nouvelles technologies et théories."
"K2408","3","definition","2","Développe des modèles mathématiques pour résoudre des problèmes complexes dans divers domaines tels que la physique, l''ingénierie ou l''économie"
"K2408","3","definition","3","Analyse et interprète des données quantitatives pour aider à la prise de décision dans les entreprises et la recherche"
"K2408","3","definition","4","Collabore avec des équipes interdisciplinaires pour appliquer des théories mathématiques à des problèmes concrets"
"K2408","3","definition","5","Utilise des logiciels spécialisés pour effectuer des simulations et des calculs avancés"
"K2408","3","definition","6","Participe à des projets de recherche pour explorer de nouvelles applications des mathématiques"
"K2408","3","definition","7","Enseigne et partage ses connaissances en mathématiques à travers des publications et des conférences"
"K2408","4","acces_metier","1","Cet emploi est accessible avec un Master en mathématiques (Bac +5) ou un Doctorat en mathématiques (Bac +8)."
