"code_ogr","nature","libelle_competence","definition","code_ogr_macro_comp","code_macro_comp","cat_comp","sous_cat_comp","transition_eco","transition_num","libelle_heterogeneite","libelle_origine"
"505160","Compétence","Nettoyer et entretenir le matériel d'équitation","","300177","","Savoir-faire","Technique","N","N","",""
"505161","Compétence","Surveiller l'alimentation des équidés pour garantir leur bien-être et leur santé","","300062","","Savoir-faire","Technique","N","N","",""
"505162","Compétence","Accompagner les équidés lors des sorties extérieures","","300295","","Savoir-faire","Technique","N","N","",""
"505163","Compétence","Organiser les espaces de repos des équidés","","300297","","Savoir-faire","Technique","N","N","",""
"505165","Compétence","Gérer l'agenda des activités équestres","","300464","","Savoir-faire","Technique","N","N","",""
"505166","Compétence","Communiquer efficacement avec les propriétaires des équidés","","300410","","Savoir-faire","Transverse","N","N","",""
"505168","Compétence","Favoriser la collaboration entre les membres de l'équipe équestre","","300440","","Savoir-faire","Technique expert","N","N","",""
"505170","Compétence","Traiter les informations relatives aux performances des équidés","","300456","","Savoir-faire","Technique expert","N","N","",""
"505171","Compétence","Construire son projet professionnel dans le domaine des courses hippiques","","300499","","Savoir-faire","Transverse","N","N","",""
"505173","Compétence","Superviser l'installation des systèmes électroniques","","300169","","Savoir-faire","Technique","N","N","",""
"505174","Compétence","Argumenter les choix techniques lors de réunions de projet","","300418","","Savoir-faire","Transverse","N","N","",""
"505177","Compétence","Vérifier l'authenticité des documents fournis par les clients","","300253","","Savoir-faire","Transverse","N","N","",""
"505178","Compétence","Assurer la conformité des processus de vérification","","300258","","Savoir-faire","Technique expert","N","N","",""
"505179","Compétence","Surveiller les activités suspectes et signaler les anomalies","","300339","","Savoir-faire","Technique expert","N","N","",""
"505180","Compétence","Evaluer les risques associés aux clients et aux transactions","","300334","","Savoir-faire","Technique","N","N","",""
"505181","Compétence","Conseiller sur les meilleures pratiques de conformité","","300444","","Savoir-faire","Technique expert","N","N","",""
"505182","Compétence","Mettre en place des procédures de sécurité pour la protection des données","","300150","","Savoir-faire","Technique expert","N","N","",""
"505183","Compétence","Former les employés sur les réglementations anti-blanchiment","","300024","","Savoir-faire","Technique expert","N","N","",""
"505184","Compétence","Maintenir à jour les dossiers de conformité des clients","","300431","","Savoir-faire","Transverse","N","N","",""
"505185","Compétence","Développer des outils de surveillance automatisés","","300025","","Savoir-faire","Technique expert","N","O","",""
"505186","Compétence","Gérer les relations avec les clients lors des enquêtes","","300379","","Savoir-faire","Technique","N","N","",""
"505187","Compétence","Préparer des rapports détaillés sur les activités de vérification","","300408","","Savoir-faire","Technique expert","N","N","",""
"505188","Compétence","Négocier avec les clients pour obtenir les informations nécessaires","","300350","","Savoir-faire","Technique expert","N","N","",""
"505191","Compétence","Proposer des améliorations pour les systèmes de vérification","","300312","","Savoir-faire","Technique","N","N","",""
"505192","Compétence","Organiser des sessions de formation sur les nouvelles réglementations","","300027","","Savoir-faire","Technique expert","N","N","",""
"505194","Compétence","Documenter les procédures de vérification pour référence future","","300126","","Savoir-faire","Technique expert","N","N","",""
"505195","Compétence","Conduire des entretiens avec les clients pour clarifier leur situation","","300417","","Savoir-faire","Technique expert","N","N","",""
"505196","Compétence","Utiliser des logiciels spécialisés pour l'analyse des données","","300428","","Savoir-faire","Transverse","N","O","",""
"505205","Compétence","Analyser les besoins des acteurs du territoire","","300358","","Savoir-faire","Technique","N","N","",""
"505207","Compétence","Encourager la participation citoyenne dans les projets","","300360","","Savoir-faire","Technique expert","N","N","",""
"505208","Compétence","Evaluer l'impact des projets de développement sur le territoire","","300359","","Savoir-faire","Technique","N","N","",""
"505209","Compétence","Organiser des ateliers de travail avec les acteurs locaux","","300469","","Savoir-faire","Transverse","N","N","",""
"505210","Compétence","Superviser la mise en œuvre des projets de développement","","402002","","Savoir-faire","Technique expert","N","N","",""
"505214","Compétence","Optimiser l'utilisation des fonds alloués aux projets","","300311","","Savoir-faire","Technique expert","N","N","",""
"505217","Compétence","Sensibiliser à l'importance de la transition écologique","","300028","","Savoir-faire","Transverse","O","N","",""
"505220","Compétence","Stimuler l'économie locale par des projets innovants","","300077","","Savoir-faire","Technique","N","N","",""
"505221","Compétence","Valoriser le patrimoine culturel dans les projets de développement","","300402","","Savoir-faire","Technique","N","N","",""
"505225","Compétence","Analyser les besoins individuels et collectifs","","300456","","Savoir-faire","Technique expert","N","N","",""
"505226","Compétence","Se coordonner avec d'autres services pour l'aide sociale","","300470","","Savoir-faire","Transverse","N","N","",""
"505227","Compétence","Gérer des dossiers de demande d'aide sociale","","300037","","Savoir-faire","Technique","N","N","",""
"505228","Compétence","Suivre l'évolution de la situation des bénéficiaires","","300035","","Savoir-faire","Technique expert","N","N","",""
"505229","Compétence","Promouvoir l'inclusion sociale","","300396","","Savoir-faire","Technique expert","N","N","",""
"505231","Compétence","Assurer une veille sociale pour identifier les besoins émergents","","300119","","Savoir-faire","Transverse","N","N","",""
"505232","Compétence","Mettre en place des stratégies d'intervention sociale","","300484","","Savoir-faire","Technique expert","N","N","",""
"505235","Compétence","Encourager la participation des bénéficiaires aux activités proposées","","300030","","Savoir-faire","Technique expert","N","N","",""
"505236","Compétence","Assurer le suivi administratif des dossiers sociaux","","300307","","Savoir-faire","Technique expert","N","N","",""
"505238","Compétence","Organiser des campagnes de sensibilisation sociale","","300033","","Savoir-faire","Technique expert","N","N","",""
"505243","Compétence","Analyser les besoins des utilisateurs pour la conception de systèmes","","300195","","Savoir-faire","Technique","N","O","",""
"505244","Compétence","Optimiser l'ergonomie des interfaces utilisateurs","","300187","","Savoir-faire","Technique","N","O","",""
"505245","Compétence","Assurer la formation des utilisateurs sur les nouveaux systèmes","","300024","","Savoir-faire","Technique expert","N","N","",""
"505247","Compétence","Contrôler la qualité des données et des systèmes d'information","","300253","","Savoir-faire","Transverse","N","O","",""
"505248","Compétence","Planifier et coordonner les projets de développement système","","300199","","Savoir-faire","Technique","N","O","",""
"505251","Compétence","Encourager l'adoption de solutions cloud par les utilisateurs","","300019","","Savoir-faire","Technique","N","O","",""
"505253","Compétence","Améliorer la performance des systèmes d'information","","300457","","Savoir-faire","Technique expert","N","O","",""
"505255","Compétence","Assurer la veille technologique pour les systèmes d'information","","300081","","Savoir-faire","Technique expert","N","O","",""
"505256","Compétence","Encourager l'innovation dans la conception des systèmes","","300084","","Savoir-faire","Technique expert","N","O","",""
"505258","Compétence","Analyser les tendances économiques","","300067","","Savoir-faire","Transverse","N","N","",""
"505261","Compétence","Suivre les performances financières","","300319","","Savoir-faire","Technique expert","N","N","",""
"505262","Compétence","Conseiller sur les options de financement","","300336","","Savoir-faire","Technique expert","N","N","",""
"505264","Compétence","Négocier des prix d'achat pour des objets de collection","","300370","","Savoir-faire","Technique expert","N","N","",""
"505266","Compétence","Conseiller les clients sur l'histoire des objets","","300367","","Savoir-faire","Technique","N","N","",""
"505268","Compétence","Développer un réseau de fournisseurs d'objets anciens","","300315","","Savoir-faire","Technique","N","N","",""
"505269","Compétence","Surveiller les tendances du marché des objets de collection","","300383","","Savoir-faire","Technique expert","N","N","",""
"505270","Compétence","Assurer la sécurité des objets de valeur lors des expositions","","300352","","Savoir-faire","Technique expert","N","N","",""
"505271","Compétence","Communiquer efficacement sur l'origine des objets à vendre","","300374","","Savoir-faire","Technique","N","N","",""
"505273","Compétence","Appliquer des techniques de restauration légère pour améliorer l'apparence des objets","","300178","","Savoir-faire","Technique","N","N","",""
"505274","Compétence","Réaliser des photographies de haute qualité des objets pour la promotion","","300113","","Savoir-faire","Technique expert","N","N","",""
"505277","Compétence","Assurer la conformité avec les réglementations sur le commerce des antiquités","","300339","","Savoir-faire","Technique expert","N","N","",""
"505282","Compétence","Evaluer régulièrement l'inventaire pour identifier les objets invendus","","300259","","Savoir-faire","Technique","N","N","",""
"505284","Compétence","Informer le client sur les soins post-perçage","","300043","","Savoir-faire","Technique","N","N","",""
"505285","Compétence","Gérer le stress du client durant le perçage","","300400","","Savoir-faire","Technique expert","N","N","",""
"505287","Compétence","Evaluer la cicatrisation du perçage","","300054","","Savoir-faire","Technique","N","N","",""
"505288","Compétence","Choisir le bijou adapté au type de perçage","","300142","","Savoir-faire","Technique","N","N","",""
"505304","Compétence","Former le personnel aux nouvelles réglementations","","300449","","Savoir-faire","Transverse","N","N","",""
"505305","Compétence","Gérer les budgets des projets spéciaux","","300323","","Savoir-faire","Technique expert","N","N","",""
"505311","Compétence","Analyser les pannes et déterminer les interventions nécessaires","","300179","","Savoir-faire","Technique","N","N","",""
"505312","Compétence","Effectuer la maintenance préventive des équipements de bureautique","","300183","","Savoir-faire","Technique","N","N","",""
"505313","Compétence","Gérer les stocks de pièces détachées pour les interventions","","300260","","Savoir-faire","Technique","N","N","",""
"505314","Compétence","Former les utilisateurs à l'utilisation correcte des équipements","","300019","","Savoir-faire","Technique","N","N","",""
"505315","Compétence","Documenter les interventions et rédiger des rapports de maintenance","","300408","","Savoir-faire","Technique expert","N","N","",""
"505316","Compétence","Contrôler la qualité des interventions et des pièces utilisées","","300172","","Savoir-faire","Technique expert","N","N","",""
"505317","Compétence","Négocier avec les fournisseurs pour l'achat de pièces de rechange","","300370","","Savoir-faire","Technique expert","N","N","",""
"505319","Compétence","Mettre en place des procédures de sécurité lors des interventions","","300150","","Savoir-faire","Technique expert","N","N","",""
"505320","Compétence","Proposer des améliorations techniques pour augmenter l'efficacité des équipements","","300191","","Savoir-faire","Technique","N","N","",""
"505322","Compétence","Coordonner avec d'autres départements pour la gestion des équipements","","300287","","Savoir-faire","Technique","N","N","",""
"505323","Compétence","Gérer les urgences et les interventions non planifiées","","300481","","Savoir-faire","Technique expert","N","N","",""
"505325","Compétence","Etablir des partenariats avec des fournisseurs stratégiques","","300316","","Savoir-faire","Technique expert","N","N","",""
"505327","Compétence","Former les nouveaux employés sur les standards de qualité et de sécurité","","300449","","Savoir-faire","Transverse","N","N","",""
"505330","Compétence","Assurer le respect des délais et des budgets alloués aux projets de maintenance","","300313","","Savoir-faire","Technique expert","N","N","",""
"505336","Compétence","Développer des stratégies pour augmenter la visibilité des produits","","300384","","Savoir-faire","Technique expert","N","N","",""
"505338","Compétence","Optimiser les processus de vente pour maximiser les profits","","300398","","Savoir-faire","Technique expert","N","N","",""
"505342","Compétence","Optimiser l'utilisation des espaces de vente pour maximiser l'impact visuel","","300375","","Savoir-faire","Technique","N","N","",""
"505347","Compétence","Etablir des critères de performance pour les équipes de vente","","300438","","Savoir-faire","Technique expert","N","N","",""
"505348","Compétence","Analyser les processus de travail pour identifier les forces et axes de progrès","","300011","","Savoir-faire","Technique expert","N","N","",""
"505350","Compétence","Implémenter des outils de gestion de projet pour suivre les progrès","","300488","","Savoir-faire","Technique expert","N","O","",""
"505352","Compétence","Organiser des ateliers de formation pour améliorer les compétences","","300027","","Savoir-faire","Technique expert","N","N","",""
"505353","Compétence","Encourager l'autonomie des équipes pour stimuler l'innovation","","300434","","Savoir-faire","Technique expert","N","N","",""
"505354","Compétence","Configurer des serveurs pour des applications Cloud","","300202","","Savoir-faire","Technique","N","O","",""
"505355","Compétence","Surveiller la sécurité des données en Cloud","","300150","","Savoir-faire","Technique expert","N","O","",""
"505356","Compétence","Gérer les accès utilisateurs aux services Cloud","","300204","","Savoir-faire","Technique","N","O","",""
"505357","Compétence","Diagnostiquer et résoudre les problèmes techniques du Cloud","","300185","","Savoir-faire","Technique","N","O","",""
"505358","Compétence","Documenter les configurations et les changements apportés aux systèmes Cloud","","300125","","Savoir-faire","Transverse","N","O","",""
"505359","Compétence","Argumenter les choix techniques devant les parties prenantes","","300246","","Savoir-faire","Technique","N","N","",""
"505362","Compétence","Organiser des opérations de secours en montagne","","300045","","Savoir-faire","Technique expert","N","N","",""
"505363","Compétence","Coordonner une équipe de secouristes","","300440","","Savoir-faire","Technique expert","N","N","",""
"505364","Compétence","Evaluer les besoins en matériel de sécurité","","300149","","Savoir-faire","Technique expert","N","N","",""
"505365","Compétence","Assurer la maintenance du matériel de secours et du matériel de protection des pistes","","300183","","Savoir-faire","Technique","N","N","",""
"505366","Compétence","Informer les visiteurs sur les conditions et la sécurité de leur activité","","300449","","Savoir-faire","Transverse","N","N","",""
"505367","Compétence","Conduire des véhicules spécialisés pour accéder aux sites d'intervention","","300270","","Savoir-faire","Technique","N","N","",""
"505368","Compétence","Utiliser des équipements de localisation pour trouver des victimes","","404531","","Savoir-faire","Technique expert","N","O","",""
"505369","Compétence","Documenter les incidents et préparer des rapports détaillés","","300408","","Savoir-faire","Technique expert","N","N","",""
"505371","Compétence","Optimiser les itinéraires d'accès pour les secours","","300435","","Savoir-faire","Technique expert","N","N","",""
"505372","Compétence","Evaluer régulièrement les compétences des équipes de secours","","300445","","Savoir-faire","Technique expert","N","N","",""
"505373","Compétence","Assurer une veille technologique sur les nouveaux dispositifs de sécurité","","300081","","Savoir-faire","Technique expert","N","N","",""
"505374","Compétence","Sensibiliser à la sécurité en montagne","","300028","","Savoir-faire","Transverse","N","N","",""
"505377","Compétence","Evaluer les besoins en formation des membres du réseau","","300027","","Savoir-faire","Technique expert","N","N","",""
"505378","Compétence","Optimiser la communication interne au réseau","","300468","","Savoir-faire","Transverse","N","N","",""
"505391","Compétence","Recueillir des informations de manière anonyme","","300065","","Savoir-faire","Technique expert","N","N","",""
"505393","Compétence","Interpréter des données démographiques","","300068","","Savoir-faire","Technique expert","N","N","",""
"505394","Compétence","Gérer des conflits lors d'entretiens","","300417","","Savoir-faire","Technique expert","N","N","",""
"505395","Compétence","Respecter les consignes et la méthodologie d'enquête prédéfinie","","300417","","Savoir-faire","Technique expert","N","","",""
"505396","Compétence","Réaliser des synthèses d'informations recueillies","","300458","","Savoir-faire","Transverse","N","N","",""
"505397","Compétence","Organiser des sessions de collecte de données","","300452","","Savoir-faire","Transverse","N","N","",""
"505399","Compétence","Développer des stratégies d'approche des répondants","","300379","","Savoir-faire","Technique","N","N","",""
"505401","Compétence","Analyser les tendances du marché des motocycles","","300382","","Savoir-faire","Technique","N","N","",""
"505402","Compétence","Proposer des solutions adaptées aux besoins des clients en motocycles","","300377","","Savoir-faire","Technique","N","N","",""
"505403","Compétence","Gérer une relation clientèle dans le secteur des motocycles","","300379","","Savoir-faire","Technique","N","N","",""
"505404","Compétence","Suivre l'évolution des stocks de motocycles","","300260","","Savoir-faire","Technique","N","N","",""
"505405","Compétence","Optimiser l'agencement de l'espace de vente de motocycles","","300375","","Savoir-faire","Technique","N","N","",""
"505406","Compétence","Evaluer la satisfaction client après achat d'un motocycle","","300378","","Savoir-faire","Technique","N","N","",""
"505407","Compétence","Développer un réseau professionnel dans le secteur des motocycles","","300502","","Savoir-faire","Transverse","N","N","",""
"505408","Compétence","Participer à des salons et événements spécialisés en motocycles","","300123","","Savoir-faire","Technique expert","N","N","",""
"505409","Compétence","Utiliser des logiciels de gestion de la relation client (CRM) spécifiques au secteur des motocycles","","300428","","Savoir-faire","Transverse","N","O","",""
"505410","Compétence","Former les nouveaux employés sur les spécificités des produits motocycles","","300017","","Savoir-faire","Technique expert","N","N","",""
"505411","Compétence","Planifier des campagnes promotionnelles pour des motocycles","","300376","","Savoir-faire","Technique","N","N","",""
"505412","Compétence","Analyser les retours clients pour améliorer l'offre de motocycles","","300380","","Savoir-faire","Technique expert","N","N","",""
"505413","Compétence","Collaborer avec les fournisseurs pour assurer la disponibilité des produits","","300316","","Savoir-faire","Technique expert","N","N","",""
"505414","Compétence","Assurer une veille concurrentielle active dans le secteur des motocycles","","300383","","Savoir-faire","Technique expert","N","N","",""
"505415","Compétence","Proposer des améliorations pour augmenter les ventes de motocycles","","300373","","Savoir-faire","Technique","N","N","",""
"505416","Compétence","Organiser des formations produit pour l'équipe de vente","","300027","","Savoir-faire","Technique expert","N","N","",""
"505417","Compétence","Etablir des rapports de vente détaillés et analytiques","","300408","","Savoir-faire","Technique expert","N","N","",""
"505418","Compétence","Optimiser les processus de vente pour réduire les délais","","300398","","Savoir-faire","Technique expert","N","N","",""
"505419","Compétence","Gérer les réclamations clients de manière efficace et professionnelle","","300345","","Savoir-faire","Technique expert","N","N","",""
"505420","Compétence","Développer des partenariats stratégiques dans le secteur des motocycles","","300396","","Savoir-faire","Technique expert","N","N","",""
"505421","Compétence","Evaluer régulièrement les performances de l'équipe de vente","","300438","","Savoir-faire","Technique expert","N","N","",""
"505422","Compétence","Accompagner les élèves dans l'organisation de leur travail personnel","","300035","","Savoir-faire","Technique expert","N","N","",""
"505423","Compétence","Gérer les incidents et appliquer le règlement intérieur","","300449","","Savoir-faire","Transverse","N","N","",""
"505424","Compétence","Encourager la participation des élèves dans les activités scolaires","","300031","","Savoir-faire","Technique expert","N","N","",""
"505425","Compétence","Faciliter l'intégration sociale des élèves","","404512","","Savoir-faire","Technique","N","N","",""
"505426","Compétence","Promouvoir le respect mutuel entre élèves","","300468","","Savoir-faire","Transverse","N","N","",""
"505427","Compétence","Contribuer à l'organisation des événements scolaires","","300277","","Savoir-faire","Technique","N","N","",""
"505429","Compétence","Informer les parents sur le comportement et la progression des élèves","","300462","","Savoir-faire","Transverse","N","N","",""
"505430","Compétence","Participer à la mise en place de projets éducatifs","","300033","","Savoir-faire","Technique expert","N","N","",""
"505431","Compétence","Soutenir les élèves dans la résolution de problèmes personnels","","300014","","Savoir-faire","Technique expert","N","N","",""
"505432","Compétence","Encourager et motiver les élèves à atteindre leurs objectifs académiques","","300017","","Savoir-faire","Technique expert","N","N","",""
"505434","Compétence","Accueillir les clients et leurs animaux à la clinique","","300361","","Savoir-faire","Technique","N","N","",""
"505435","Compétence","Expliquer les procédures et répondre aux questions des propriétaires d'animaux","","300449","","Savoir-faire","Transverse","N","N","",""
"505438","Compétence","Assister le vétérinaire lors des examens et des interventions chirurgicales","","300051","","Savoir-faire","Technique","N","N","",""
"505440","Compétence","Fournir des informations sur la nutrition, l'exercice et le bien-être général des animaux","","300367","","Savoir-faire","Technique","N","N","",""
"505441","Compétence","Analyser les relations diplomatiques internationales","","300357","","Savoir-faire","Technique expert","N","N","",""
"505442","Compétence","Gérer des crises internationales","","300400","","Savoir-faire","Technique expert","N","N","",""
"505443","Compétence","Superviser la sécurité des missions à l'étranger","","300150","","Savoir-faire","Technique expert","N","N","",""
"505444","Compétence","Concevoir des effets spéciaux pour des productions cinématographiques ou audiovisuelles","","300116","","Savoir-faire","Technique expert","N","N","",""
"505447","Compétence","Superviser l'installation de l'équipement nécessaire aux effets spéciaux sur le plateau","","300486","","Savoir-faire","Technique expert","N","N","",""
"505448","Compétence","Assurer la sécurité lors de la réalisation d'effets spéciaux pyrotechniques","","300149","","Savoir-faire","Technique expert","N","N","",""
"505449","Compétence","Réaliser des tests préliminaires pour valider les effets spéciaux avant le tournage","","300080","","Savoir-faire","Technique expert","N","N","",""
"505450","Compétence","Adapter les effets spéciaux en fonction des directives du réalisateur et des autres collaborateurs","","300140","","Savoir-faire","Technique","N","N","",""
"505451","Compétence","Maintenir à jour les connaissances sur les nouvelles technologies d'effets spéciaux","","300081","","Savoir-faire","Technique expert","N","O","",""
"505452","Compétence","Agir rapidement en cas de problème technique avec les effets spéciaux","","300481","","Savoir-faire","Technique expert","N","N","",""
"505453","Compétence","Construire des prototypes d'effets spéciaux pour démonstration","","300073","","Savoir-faire","Technique","N","N","",""
"505454","Compétence","Analyser les scripts pour identifier les besoins en effets spéciaux","","300067","","Savoir-faire","Transverse","N","N","",""
"505455","Compétence","Planifier les séquences d'effets spéciaux en collaboration avec le réalisateur","","300464","","Savoir-faire","Technique","N","N","",""
"505456","Compétence","Documenter les procédures d'effets spéciaux pour un usage futur","","300126","","Savoir-faire","Technique expert","N","N","",""
"505457","Compétence","Négocier avec les fournisseurs d'équipements spéciaux","","300350","","Savoir-faire","Technique expert","N","N","",""
"505458","Compétence","Former les assistants sur les techniques d'effets spéciaux","","300024","","Savoir-faire","Technique expert","N","N","",""
"505459","Compétence","Assurer la conformité des effets spéciaux avec les normes de sécurité","","300180","","Savoir-faire","Technique expert","N","N","",""
"505460","Compétence","Optimiser les processus de création d'effets spéciaux pour réduire les coûts","","300310","","Savoir-faire","Technique","N","N","",""
"505461","Compétence","Proposer des alternatives écologiques pour les effets spéciaux","","402008","","Savoir-faire","Technique","O","N","",""
"505462","Compétence","Veiller à la qualité des effets spéciaux finaux","","300255","","Savoir-faire","Technique expert","N","N","",""
"505463","Compétence","Superviser le démontage des installations d'effets spéciaux après le tournage","","300156","","Savoir-faire","Technique","N","N","",""
"505464","Compétence","Contrôler la température des équipements de congélation","","300172","","Savoir-faire","Technique expert","N","N","",""
"505467","Compétence","Optimiser les recettes de glaces pour améliorer la texture et le goût","","300091","","Savoir-faire","Technique","N","N","",""
"505477","Compétence","Optimiser l'utilisation de l'énergie dans le processus de production","","300310","","Savoir-faire","Technique","N","N","",""
"505479","Compétence","Diriger des opérations d'enquête sur le terrain","","300065","","Savoir-faire","Technique expert","N","N","",""
"505480","Compétence","Identifier et sélectionner les méthodes et les outils de collecte de données adaptés au public cible et aux objectifs de l’enquête","","300146","","Savoir-faire","Technique expert","N","N","",""
"505481","Compétence","Analyser les données d'enquête pour en extraire des tendances","","300381","","Savoir-faire","Technique","N","N","",""
"505484","Compétence","Evaluer et améliorer les compétences des enquêteurs","","300445","","Savoir-faire","Technique expert","N","N","",""
"505486","Compétence","Assurer la sécurité des données collectées","","300253","","Savoir-faire","Transverse","N","N","",""
"505491","Compétence","Communiquer les résultats des enquêtes internes à la direction et aux salariés","","300110","","Savoir-faire","Transverse","N","N","",""
"505497","Compétence","Appliquer des produits cosmétiques pour créer des effets spéciaux","","300095","","Savoir-faire","Technique expert","N","N","",""
"505498","Compétence","Adapter le maquillage en fonction de l'éclairage et de l'environnement scénique","","300095","","Savoir-faire","Technique expert","N","N","",""
"505501","Compétence","Assurer la continuité du maquillage entre les scènes","","300095","","Savoir-faire","Technique expert","N","N","",""
"505503","Compétence","Maintenir l'hygiène des outils et produits de maquillage","","300177","","Savoir-faire","Technique","N","N","",""
"505504","Compétence","Conseiller les acteurs sur le soin de la peau en relation avec le maquillage","","300043","","Savoir-faire","Technique","N","N","",""
"505506","Compétence","Gérer l'inventaire des produits de maquillage et des outils","","300260","","Savoir-faire","Technique","N","N","",""
"505507","Compétence","Former les assistants sur les techniques de maquillage avancées","","300024","","Savoir-faire","Technique expert","N","N","",""
"505508","Compétence","Résoudre les problèmes de maquillage en temps réel durant les représentations","","300178","","Savoir-faire","Technique","N","N","",""
"505510","Compétence","Développer des techniques de maquillage rapide pour les changements rapides de scène","","300120","","Savoir-faire","Technique expert","N","N","",""
"505511","Compétence","Innover dans l'utilisation de matériaux pour le maquillage de scène","","300075","","Savoir-faire","Technique","N","N","",""
"505514","Compétence","Etablir des protocoles d'urgence pour les réactions allergiques","","300045","","Savoir-faire","Technique expert","N","N","",""
"505518","Compétence","Proposer des solutions d'aménagement pour l'habitat social","","300293","","Savoir-faire","Technique","N","N","",""
"505519","Compétence","Coordonner les projets de construction ou de rénovation","","300175","","Savoir-faire","Technique expert","N","N","",""
"505520","Compétence","Superviser la conformité des travaux réalisés","","300257","","Savoir-faire","Technique expert","N","N","",""
"505521","Compétence","Organiser des réunions avec les résidents pour recueillir leurs avis","","300469","","Savoir-faire","Transverse","N","N","",""
"505522","Compétence","Gérer les conflits et les réclamations des résidents","","300345","","Savoir-faire","Technique expert","N","N","",""
"505523","Compétence","Promouvoir les initiatives d'habitat durable","","300404","","Savoir-faire","Technique expert","O","N","",""
"505524","Compétence","Assurer le suivi des réglementations en vigueur","","300339","","Savoir-faire","Technique expert","N","N","",""
"505528","Compétence","Contrôler les activités de distribution","","300339","","Savoir-faire","Technique expert","N","N","",""
"505529","Compétence","Planifier les ressources nécessaires","","300464","","Savoir-faire","Technique","N","N","",""
"505530","Compétence","Evaluer les performances des ventes","","300322","","Savoir-faire","Technique","N","N","",""
"505534","Compétence","Analyser les données de vente","","300381","","Savoir-faire","Technique","N","N","",""
"505537","Compétence","Gérer les crises et les imprévus","","300400","","Savoir-faire","Technique expert","N","N","",""
"505538","Compétence","Renforcer la culture d'entreprise","","300443","","Savoir-faire","Technique expert","N","N","",""
"505540","Compétence","Contrôler le respect des normes environnementales lors de la collecte","","300243","","Savoir-faire","Technique expert","O","N","",""
"505543","Compétence","Gérer les incidents sur le terrain lors des collectes","","300481","","Savoir-faire","Technique expert","N","N","",""
"505554","Compétence","Gérer le budget alloué au service de collecte de déchets","","300323","","Savoir-faire","Technique expert","N","N","",""
"505557","Compétence","Evaluer l'impact environnemental des méthodes de collecte","","300206","","Savoir-faire","Technique","O","N","",""
"505566","Compétence","Ecouter activement les patients lors des consultations","","300041","","Savoir-faire","Technique","N","N","",""
"505568","Compétence","Analyser des informations issues de diverses sources pour préparer un bulletin d'information","","404362","","Savoir-faire","Transverse","N","N","",""
"505569","Compétence","Modérer des discussions en direct lors d'émissions","","300029","","Savoir-faire","Technique expert","N","N","",""
"505570","Compétence","Gérer le stress en situation de direct","","300147","","Savoir-faire","Transverse","N","N","",""
"505571","Compétence","Assurer la liaison avec l'équipe technique pendant les émissions","","300110","","Savoir-faire","Transverse","N","N","",""
"505572","Compétence","Respecter les délais de production des contenus médiatiques","","300096","","Savoir-faire","Technique expert","N","N","",""
"505573","Compétence","Adapter son discours à différents publics","","300410","","Savoir-faire","Transverse","N","N","",""
"505574","Compétence","Maintenir une neutralité et objectivité constantes","","300447","","Savoir-faire","Technique expert","N","N","",""
"505575","Compétence","Utiliser des logiciels de montage pour préparer des segments pré-enregistrés","","300114","","Savoir-faire","Technique expert","N","O","",""
"505576","Compétence","Contrôler la qualité audio et vidéo des productions en direct","","300255","","Savoir-faire","Technique expert","N","N","",""
"505577","Compétence","Concevoir des stratégies de contenu adaptées à divers médias","","300393","","Savoir-faire","Technique expert","N","N","",""
"505578","Compétence","Rédiger des scripts pour des vidéos promotionnelles","","300115","","Savoir-faire","Technique expert","N","N","",""
"505579","Compétence","Analyser les tendances du marché pour ajuster les contenus","","300381","","Savoir-faire","Technique","N","N","",""
"505580","Compétence","Superviser la production de contenu multimédia","","300097","","Savoir-faire","Technique expert","N","O","",""
"505581","Compétence","Assurer la cohérence de la communication sur différents canaux","","300111","","Savoir-faire","Technique expert","N","N","",""
"505582","Compétence","Evaluer l'impact des campagnes de communication sur le public cible","","300382","","Savoir-faire","Technique","N","N","",""
"505583","Compétence","Analyser la vision du client pour adapter les verres","","300456","","Savoir-faire","Technique expert","N","N","",""
"505584","Compétence","Choisir les montures adaptées aux besoins esthétiques et pratiques","","300207","","Savoir-faire","Technique","N","N","",""
"505585","Compétence","Ajuster les lunettes pour un confort optimal","","300142","","Savoir-faire","Technique","N","N","",""
"505586","Compétence","Gérer l'agencement du magasin pour optimiser l'expérience client","","300375","","Savoir-faire","Technique","N","N","",""
"505587","Compétence","Former les nouveaux employés sur les produits et services optiques","","300024","","Savoir-faire","Technique expert","N","N","",""
"505591","Compétence","Assurer la conformité des pratiques avec les réglementations en vigueur","","300339","","Savoir-faire","Technique expert","N","N","",""
"505594","Compétence","Analyser les besoins client pour le développement blockchain","","300366","","Savoir-faire","Technique","N","O","",""
"505595","Compétence","Concevoir des architectures de solutions blockchain","","300196","","Savoir-faire","Technique","N","O","",""
"505596","Compétence","Développer des smart contracts sécurisés","","300199","","Savoir-faire","Technique","N","O","",""
"505597","Compétence","Implémenter des protocoles de consensus blockchain","","300072","","Savoir-faire","Technique expert","N","O","",""
"505598","Compétence","Optimiser les performances des applications blockchain","","300312","","Savoir-faire","Technique","N","O","",""
"505599","Compétence","Collaborer avec des équipes multidisciplinaires pour des projets blockchain","","402001","","Savoir-faire","Transverse","N","O","",""
"505604","Compétence","Gérer la documentation associée aux spécimens conservés","","300118","","Savoir-faire","Transverse","N","N","",""
